	R935_Col	R935_TSB	R935_FC	DEG	OG	KO.id	KO.description
cds3747	7.80384426292188	7.05077030981968	1.49472121748677	up			
cds3748	7.71535626159373	7.47443248622774	0.998969209188627	nonDEG	OG0002391	K07182	CBS domain-containing protein
cds375	4.64908553724453	5.3031899542436	0.253620120985077	nonDEG	OG0000511	K00721	DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83]
cds3750	5.06271262510962	4.14647287792128	4.00044082591251	nonDEG			
cds3751	5.0971412362444	1.01807955829232	4.05275683640154	nonDEG	OG0001825	K00428	E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]
cds3753	3.89803408497203	3.70062330715874	2.14268927874042	nonDEG	OG0000118	K03695	clpB; ATP-dependent Clp protease ATP-binding subunit ClpB
cds3754	6.35670445317304	7.95954309314191	-0.875011468858713	nonDEG	OG0005643	K02621	parC; topoisomerase IV subunit A [EC:5.99.1.-]
cds3755	7.9640710655743	8.89215002632627	-0.147822205896282	nonDEG	OG0005613	K02622	parE; topoisomerase IV subunit B [EC:5.99.1.-]
cds3756	6.37735528342063	6.17920036178128	1.20086610246334	nonDEG	OG0001196	K00763	pncB; nicotinate phosphoribosyltransferase [EC:6.3.4.21]
cds3757	5.18727853107362	3.31199202742545	2.58518651392201	nonDEG			
cds3758	6.59312180219324	6.24466609938244	1.15183578343014	nonDEG	OG0000434	K19784	chrR; chromate reductase, NAD(P)H dehydrogenase (quinone)
cds3759	7.22113233265176	5.43650015653981	2.31870973378113	up	OG0000265	K07058	membrane protein
cds376	3.86305163476425	4.89084355514331	0.462728472544129	nonDEG			
cds3760	4.36203340707569	2.13106684217943	3.50972455360784	nonDEG	OG0005422		
cds3761	4.59818030010784	8.71299651698707	-3.11809882251349	down	OG0000890	K06942	ychF; ribosome-binding ATPase
cds3762	6.8745080066665	2.5822762181068	5.18134111543529	up	OG0000332	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
cds3763	5.06014782784628	5.02052431872528	0.795022687592643	nonDEG			
cds3764	5.43793695328489	5.9650510299873	0.188045616901139	nonDEG	OG0001527		
cds3765	7.66543773716185	9.21283175856734	-0.716774226079648	nonDEG	OG0005573		
cds3766	8.46935645704063	10.4261599401527	-1.18583583497214	down	OG0000880	K00831	serC; phosphoserine aminotransferase [EC:2.6.1.52]
cds3767	5.45589803291834	6.891781893679	-0.632955024362726	nonDEG	OG0000425	K00058	serA; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
cds3768	3.34678867204169	5.38352598741153	-1.10629170867302	nonDEG			
cds3769	7.17569346305193	4.99815292010577	2.85937345866703	up	OG0007624		
cds377	6.74616743803844	10.1643840577652	-2.41387038892425	down	OG0005487	K01719	hemD; uroporphyrinogen-III synthase [EC:4.2.1.75]
cds3771	5.70798137192434	1.5822762181068	5.21342356466189	up			
cds3772	7.30736102272195	2.28839191445745	5.68420396817994	up			
cds3773	7.70382843931081	7.78721835678107	0.72716538549382	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
cds3774	4.41855827139727	5.26302889375433	0.407097910750474	nonDEG	OG0005636		
cds3775	4.79081127456559	6.56094188205261	-1.53871704858163	nonDEG	OG0007558	K11927	rhlE; ATP-dependent RNA helicase RhlE [EC:3.6.4.13]
cds3776	4.48030131523627	6.31176556261639	-0.501575041168209	nonDEG	OG0000573	K07404	pgl; 6-phosphogluconolactonase [EC:3.1.1.31]
cds3777	5.69426382716493	6.55844856034566	-0.0928993676357812	nonDEG	OG0007030		
cds3778	4.10964517135534	7.34456372485333	-2.44130951142746	down	OG0000258	K01465	URA4; dihydroorotase [EC:3.5.2.3]
cds3779	4.05803913500464	7.0213774293747	-1.75421586814021	nonDEG	OG0007014		
cds378	6.87995836739205	5.81483056031745	1.76801797479786	up	OG0000027	K03719	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
cds3780	7.89516970275813	9.51955196488766	-0.567685167037942	nonDEG	OG0000346	K06999	phospholipase/carboxylesterase
cds3781	5.50687704605985	5.71065409468908	0.971603210826418	nonDEG			
cds3782	3.93988219557708	4.3314862534391	-0.219950733917133	nonDEG			
cds3783	7.44543114590507	7.79089378440343	0.493949464218919	nonDEG	OG0001178	K06167	phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]
cds3784	6.09493940036026	7.30614095642825	-0.277762884308317	nonDEG	OG0005625		
cds3785	7.01352242364213	6.29182357470007	1.33061023818869	nonDEG	OG0000593	K03564	BCP; peroxiredoxin Q/BCP [EC:1.11.1.15]
cds3786	5.52421281388262	5.61605643935555	0.887514725484871	nonDEG	OG0001061	K10773	NTH; endonuclease III [EC:4.2.99.18]
cds3787	6.00447138618198	4.70331199257908	2.23363192189307	up	OG0004708		
cds3788	6.38781758903538	4.06236794608657	3.09588587946572	up	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
cds3789	11.3616700360285	10.7646612208181	1.43749826291315	up	OG0000226	K03701	uvrA; excinuclease ABC subunit A
cds379	7.94172303206428	5.65264429476406	3.03969950315178	up	OG0004156	K06973	uncharacterized protein
cds3790	5.50867428216362	4.67836691493822	1.41434958257162	nonDEG	OG0007774		
cds3791	3.90183295517674	3.1500460813645	1.23893257125344	nonDEG	OG0007541		
cds3792	4.79594306770653	6.28081855562408	-0.764659039046466	nonDEG	OG0005504		
cds3793	6.35945682006481	7.01170024827155	0.0896141239902139	nonDEG	OG0004477		
cds3794	6.60929331661776	5.06834191541899	2.41997256468443	up			
cds3795	7.01381480465298	7.13696815132965	0.3580049591882	nonDEG	OG0002842		
cds3796	4.56024431763144	5.1500460813645	-0.340854427635389	nonDEG	OG0003724		
cds3798	7.94549326983972	3.95971996918853	5.12305174850755	up	OG0005609		
cds3799	5.84762211888475	8.32385155161861	-1.70916864745655	down	OG0000261	K00652	bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]
cds38	4.64968225927317	5.01807955829232	0.204044196431259	nonDEG	OG0003510		
cds380	3.77537349948632	4.27843492949618	1.7708565998402	nonDEG	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
cds3800	3.25079508438702	6.36997865924575	-1.38407370533599	nonDEG	OG0001841		
cds3801	7.98524655299942	7.79685466856826	0.941968644537997	nonDEG	OG0002548		
cds3802	8.05453923331546	7.9296248755558	0.928781167179382	nonDEG	OG0001433	K22083	mgsC; methylamine---glutamate N-methyltransferase subunit C [EC:2.1.1.21]
cds3804	8.50272874566599	6.97232648413836	2.53002221180791	up	OG0005767		
cds3805	6.60733870435397	4.68719098539195	2.80843123140915	up	OG0005632		
cds3807	6.4005992889637	5.45234294656734	2.02845701744713	nonDEG	OG0007591		
cds3808	6.26347883399692	7.21742068930798	-0.0922367436084311	nonDEG	OG0000832	K02428	rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66]
cds3809	8.01242104721247	11.6674830551005	-2.80937416982496	down	OG0000051	K05592	deaD; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
cds381	5.12048982607147	5.13649875319872	0.996921227950822	nonDEG	OG0000067	K07674	narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]
cds3810	6.58350439166183	4.66021765359742	2.61452113458625	up	OG0002573		
cds3811	6.70795604588951	8.02089987387671	-0.561924261193593	nonDEG	OG0004080	K01270	pepD; dipeptidase D [EC:3.4.13.-]
cds3813	3.85353158194266	2.69585605490293	0.969846475092757	nonDEG	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
cds3814	4.33899716925042	3.28839191445745	1.85496462482854	nonDEG	OG0007595		
cds3815	3.17598410253138	3.83634397771569	-0.338869329690038	nonDEG	OG0007599		
cds3816	3.89660574776598	3.3957012794199	1.08003593132126	nonDEG	OG0001223		
cds3817	4.4946575558669	5.07716598587272	0.16083064739009	nonDEG	OG0005572		
cds3818	4.93523289673601	1.76007108088373	4.00620101576486	up	OG0000329		
cds3819	3.93803495379821	2.06687018236495	2.78386136121878	nonDEG			
cds382	3.16534849996709	4.41533250910442	-0.625008705307815	nonDEG			
cds3820	8.06629142465245	6.16484412115065	2.99233833440187	up	OG0000392	K00459	ncd2; nitronate monooxygenase [EC:1.13.12.16]
cds3821	7.20455655463331	7.70577046685655	0.464509361831776	nonDEG	OG0000096	K14645	serine protease [EC:3.4.21.-]
cds3822	4.07966156356018	5.59068877966028	-1.27601599973556	nonDEG	OG0000800	K00566	mnmA; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
cds3823	4.60705867560899	4.65087952820756	1.27064893480751	nonDEG	OG0000782	K01007	pps; pyruvate, water dikinase [EC:2.7.9.2]
cds3824	7.34136418804214	6.25585028595279	1.67370198797989	up			
cds3825	4.31849237284619	4.48337941469783	1.69215048352369	nonDEG	OG0000442	K03832	tonB; periplasmic protein TonB
cds3826	10.1673768220645	3.62172524779078	7.33462729171077	up	OG0002292		
cds3827	6.23096221855035	9.46912041029151	-2.26207877131296	down	OG0000649	K03217	yidC; YidC/Oxa1 family membrane protein insertase
cds3828	7.22163520663564	9.85178625597172	-1.80212741311346	down	OG0000728	K01937	pyrG; CTP synthase [EC:6.3.4.2]
cds383	4.13277672662264	3.11566080643758	2.98030745701838	nonDEG	OG0007007		
cds3830	9.19678940150458	10.3491697399172	-0.368648850218797	nonDEG	OG0002082	K02564	nagB; glucosamine-6-phosphate deaminase [EC:3.5.99.6]
cds3831	3.98027678085806	3.34000765317968	2.83160299357078	nonDEG	OG0004112		
cds3832	3.79906439616608	2.01807955829232	3.00603581087253	nonDEG	OG0002080	K00975	glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
cds3833	8.19423266884692	6.63583970772201	2.3595816908151	up			
cds3834	6.46713023871222	6.14098617313424	1.02873428386195	nonDEG	OG0002457	K02529	lacI; LacI family transcriptional regulator
cds3835	2.99760556269348	4.45234294656734	-2.22711387038248	nonDEG			
cds3836	5.04903239702673	4.45971996918853	2.13231418557127	nonDEG	OG0000068	K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
cds3837	5.12098797819876	3.48337941469783	0.426592137526732	nonDEG	OG0001919	K21572	susD; starch-binding outer membrane protein, SusD/RagB family
cds3838	3.88559675065252	3.42673774755039	0.703224136703579	nonDEG	OG0005838		
cds3839	2.93994988037377	3.30802314414197	-0.272872551168604	nonDEG	OG0004184	K19713	tsdA; thiosulfate dehydrogenase [EC:1.8.2.2]
cds3840	3.16534849996709	5.50301064438235	-0.462590711783597	nonDEG	OG0007093		
cds3841	4.44204016615299	2.42673774755039	2.60636309064092	nonDEG			
cds3842	4.95061234888497	2.95505858112411	2.74254560666389	nonDEG	OG0000746	K01256	pepN; aminopeptidase N [EC:3.4.11.2]
cds3843	4.19332266114879	3.48337941469783	2.10234886848471	nonDEG	OG0007741		
cds3844	5.46113384188529	4.35935143272553	2.41780366692891	nonDEG	OG0007525		
cds3845	7.89279388463776	7.75061553433665	0.936269527518326	nonDEG	OG0000557	K08307	mltD; membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]
cds3846	6.24385372070547	5.52647375367949	1.38019338795227	nonDEG	OG0000557	K08307	mltD; membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]
cds3847	9.22298313134645	12.3844626007899	-2.35848060620709	down	OG0000975	K01951	guaA; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
cds3848	6.65323252828559	2.74324026555048	4.80499912149371	up	OG0007532		
cds3849	9.22429134784432	5.66252412491069	3.49363358324922	up	OG0001198	K00156	poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]
cds385	4.04278739356952	3.01807955829232	2.71517740888054	nonDEG	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
cds3850	5.64263042895556	4.26302889375433	3.65912655710928	up	OG0002302		
cds3851	9.23731526040642	6.47802729929147	3.55695398351037	up			
cds3852	8.2922244695566	6.92701837406937	2.15657965584911	up	OG0000672	K05516	cbpA; curved DNA-binding protein
cds3853	8.14644145961773	2.95505858112411	5.21386318340353	up	OG0006972		
cds3854	7.64665151911822	6.47069006775332	1.65681589550075	up	OG0002353		
cds3855	6.48325231742093	5.61287798530661	1.57273898035457	nonDEG	OG0000779	K03281	TC.CIC; chloride channel protein, CIC family
cds3856	7.39433852598543	9.1203650545668	-0.963810546982801	nonDEG	OG0004153	K06881	nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]
cds3857	5.49161709254405	7.53735246984025	-1.2386672468338	nonDEG	OG0000126	K03772	fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]
cds3858	5.60240871998488	8.67042234933462	-2.28796947323055	down	OG0000238	K03768	PPIB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
cds3859	6.71917804635881	8.4450522197415	-0.921373836611762	nonDEG	OG0000238	K03768	PPIB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
cds3860	4.3208023269797	6.9570698531549	-2.41663874630596	nonDEG	OG0003170		
cds3862	4.87771309272336	3.0822762181068	2.4394190187618	nonDEG	OG0000284	K06188	aqpZ; aquaporin Z
cds3863	7.49714820982383	4.71065409468908	3.14123096171483	up	OG0000722		
cds3864	4.00653581865276	2.87475746846738	2.35292655522319	nonDEG			
cds3865	7.65135584942797	9.11335697439065	-0.678414511290082	nonDEG	OG0002327		
cds3867	7.80419028954787	7.2603517074027	1.37816676836573	up	OG0002563		
cds3869	4.97129933826239	5.45765679452368	0.105453145411589	nonDEG			
cds387	7.63086112966608	10.4738205933013	-2.05341534567936	down	OG0000950	K01869	LARS; leucyl-tRNA synthetase [EC:6.1.1.4]
cds3870	6.65176166182984	8.89936761096651	-1.40960309431649	down	OG0000786	K01933	purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
cds3871	7.70052377226804	9.56561597343121	-1.0915210364021	down	OG0000071	K01915	glnA; glutamine synthetase [EC:6.3.1.2]
cds3872	10.4965447943928	12.120692187991	-0.821376152253234	nonDEG	OG0004938	K01915	glnA; glutamine synthetase [EC:6.3.1.2]
cds3873	6.03996042547329	7.02740821897623	-0.211827359575814	nonDEG	OG0000991	K05794	terC; tellurite resistance protein TerC
cds3874	4.73859218555037	2.87475746846738	3.00231198784771	nonDEG	OG0007501		
cds3875	6.08520490432493	5.78567627990067	1.08395264274849	nonDEG	OG0001420	K01070	frmB; S-formylglutathione hydrolase [EC:3.1.2.12]
cds3877	5.30165496333905	5.22417688847665	0.753568957951426	nonDEG	OG0000022	K13653	AraC family transcriptional regulator
cds3878	4.74132198482149	6.51297549427013	-0.805592667576529	nonDEG	OG0004168		
cds3879	3.19025064063588	4.13649875319872	-1.82794743284843	nonDEG	OG0004168		
cds388	6.47625352938307	6.68828269606957	0.557532784899182	nonDEG	OG0001024	K09811	ftsX; cell division transport system permease protein
cds3880	6.79207828339711	7.49032129743785	0.344428080054465	nonDEG	OG0004168		
cds3881	4.94989415150532	2.60304205901347	4.18919287963435	up	OG0004168		
cds3882	4.96168781118739	1.01807955829232	4.94345173563823	nonDEG	OG0003701		
cds3884	4.81307158425088	2.60304205901347	3.54010622129249	nonDEG			
cds3887	9.90186214072823	10.1543997188824	0.519238314422142	nonDEG	OG0004163	K11942	icmF; isobutyryl-CoA mutase [EC:5.4.99.13]
cds389	4.37621228786006	5.38352598741153	-0.366083111573978	nonDEG	OG0005614		
cds3892	3.70877827334517	2.0822762181068	2.1596211166272	nonDEG	OG0007771		
cds3893	6.50571628649111	7.37372107772016	-0.0814577091083642	nonDEG	OG0002411		
cds3894	5.83326587825413	6.73833661160986	-0.0787864968559016	nonDEG	OG0000338	K01433	purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]
cds3895	3.14162772748937	4.1500460813645	-0.454597619641674	nonDEG	OG0000255	K02016	ABC.FEV.S; iron complex transport system substrate-binding protein
cds3896	5.69674855818909	8.19372449058863	-1.58298152701355	down	OG0004004	K01591	pyrF; orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]
cds3897	9.78165716715628	3.81199202742545	6.99686006881006	up	OG0000477	K04047	dps; starvation-inducible DNA-binding protein
cds3898	8.7978278095268	2.74324026555048	6.99896865916926	up	OG0000476		
cds3899	8.71030356631806	8.09384448838403	1.20411349544249	nonDEG	OG0000020	K07506	AraC family transcriptional regulator
cds39	5.89305234065152	7.20545702704111	-0.575122200918275	nonDEG	OG0000112	K06178	rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]
cds390	6.88379693781081	9.12708169237428	-1.28080365210063	nonDEG	OG0000578	K06153	bacA; undecaprenyl-diphosphatase [EC:3.6.1.27]
cds3900	7.64878219654276	7.37758091735179	1.09652758190848	nonDEG	OG0000622		
cds3901	8.14382203718936	7.33469582050503	1.51482575465433	up	OG0000382		
cds3902	12.8459870944353	6.1533741108887	7.25225899765282	up			
cds3903	11.6781618338733	5.09434275275274	7.30347426499701	up	OG0001740		
cds3904	9.19098763947072	1.56687018236495	8.71291265097507	up	OG0003715		
cds3905	8.16888214989169	2.01807955829232	7.85764599899456	up	OG0007560		
cds3906	8.66228269168045	3.20071377917951	6.36798671778538	up			
cds3907	7.00333078902719	9.51545308010564	-1.74634843474947	down	OG0000893	K02835	prfA; peptide chain release factor 1
cds3908	5.98076724326361	3.55751022180998	3.11442972591093	up			
cds391	6.69563253736756	7.69769748919127	-0.0837590290458278	nonDEG	OG0000753	K03177	truB; tRNA pseudouridine55 synthase [EC:5.4.99.25]
cds3910	4.23775873870731	3.02918938823626	1.83890212389536	nonDEG	OG0004760		
cds3911	3.10113347398629	3.3957012794199	1.14962006901719	nonDEG			
cds3912	4.86267598260737	3.37475746846738	1.00948496870685	nonDEG			
cds3913	4.21601619778211	3.52187182050448	1.3392596628927	nonDEG			
cds3914	3.97966299858333	2.60304205901347	3.41153330452386	nonDEG			
cds3915	4.72813746191393	4.47295607486913	1.97924908218052	nonDEG			
cds3916	6.44015797843927	7.77174236021546	-0.543776646983312	nonDEG	OG0001117	K03169	topB; DNA topoisomerase III [EC:5.99.1.2]
cds3917	7.05783199781042	6.0858310553837	1.74747145720943	up	OG0004721		
cds3918	4.58761068019872	4.45765679452368	1.22919251424158	nonDEG	OG0004721		
cds3919	5.45721376109057	6.06536420716232	0.184129743321	nonDEG	OG0000685		
cds392	6.90035835163571	6.21551181896567	1.74819569155474	nonDEG	OG0004701		
cds3920	5.00150018785603	8.52544954718705	-2.50455027484069	down	OG0000091	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
cds3921	6.53226514385822	9.51032567322897	-1.34224381736548	nonDEG			
cds3922	6.12955754594524	11.2272610273532	-4.15655001810276	down	OG0000091	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
cds3923	4.31361011419139	3.86738044584618	1.36991463832203	nonDEG	OG0001549	K16238	eat; ethanolamine permease
cds3924	4.75386008208808	3.86738044584618	1.17961568979958	nonDEG			
cds3925	6.27390857654991	4.20071377917951	2.87059726901813	up			
cds3926	5.59367887865792	3.55751022180998	2.43271737981354	nonDEG			
cds3927	7.33263308913663	10.2029028293356	-1.96026272309114	down	OG0000663	K01873	VARS; valyl-tRNA synthetase [EC:6.1.1.9]
cds3928	6.40799337727416	5.78900430942488	1.61049464259098	nonDEG	OG0002575		
cds3929	4.15008060342938	3.78922536130051	1.26776445755089	nonDEG	OG0007028		
cds3930	4.52960088027371	3.81671274803116	1.34163121518774	nonDEG	OG0002105		
cds3931	3.91013685430126	5.06236794608657	-0.319565872938884	nonDEG	OG0002108		
cds3932	5.75302446355122	6.44179187947731	0.216937751971305	nonDEG	OG0001618		
cds3933	7.00527092725535	4.37103441893864	3.09223572199197	up	OG0004666		
cds3934	8.1823154464993	9.61174146421105	-0.483263287481052	nonDEG	OG0001296	K14260	alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
cds3935	7.41496042265277	9.21295088007345	-1.02934744674094	nonDEG	OG0000410	K01495	GCH1; GTP cyclohydrolase IA [EC:3.5.4.16]
cds3936	6.90311320510042	9.03088643067803	-1.33139973295962	down	OG0001006	K01883	CARS; cysteinyl-tRNA synthetase [EC:6.1.1.16]
cds3937	6.82859825845447	7.46692504636469	0.123934077118793	nonDEG	OG0001242	K08998	uncharacterized protein
cds3938	5.44717851694855	7.15599685866648	-0.93372023899739	nonDEG	OG0000583	K13292	lgt; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]
cds3939	5.29877509741405	2.09340441421706	2.12635785969284	nonDEG	OG0002437	K12976	pagL; lipid A 3-O-deacylase [EC:3.1.-.-]
cds394	6.13263756437268	7.08223956485231	-0.718564787015362	nonDEG	OG0000868	K09903	pyrH; uridylate kinase [EC:2.7.4.22]
cds3940	7.68519663042841	10.8581419838539	-2.3816321537971	down	OG0001226	K03074	secF; preprotein translocase subunit SecF
cds3941	7.76593291997515	6.87164681390607	1.57331297573066	up	OG0001610	K00024	mdh; malate dehydrogenase [EC:1.1.1.37]
cds3942	8.63810806222138	10.6936045475487	-1.28306305504545	down	OG0000213	K02470	gyrB; DNA gyrase subunit B [EC:5.99.1.3]
cds3943	8.21461157719225	8.67647817899981	0.319453757240812	nonDEG	OG0000629	K01953	asnB; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
cds3944	9.6290374258772	8.40333058668765	1.94231049957186	up	OG0000629	K01953	asnB; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
cds3945	4.10870683281965	2.35935143272553	3.65331272826367	nonDEG	OG0004691		
cds3946	7.80250881207186	8.20193326262058	0.368433673578349	nonDEG	OG0005541		
cds3947	8.74330943170354	7.48264506164464	2.11995419324387	up	OG0000518	K06998	phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]
cds3948	9.96416343659096	8.99006813046066	1.81874155842753	up	OG0001451		
cds3949	6.68873651541269	6.45262116372694	0.717972202184015	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
cds395	5.69249906060843	7.43318111501375	-0.962066507924356	nonDEG	OG0000869	K02838	frr; ribosome recycling factor
cds3951	2.75533297554091	2.95505858112411	0.124337943111671	nonDEG	OG0000032	K11936	pgaC; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]
cds3952	4.28477982006769	4.119009613234	0.117681592739172	nonDEG	OG0003562		
cds3953	4.54663684130088	3.46983208653205	1.692866329469	nonDEG	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
cds3955	4.13436979692341	1.76007108088373	2.52602839298399	nonDEG	OG0003086	K16693	wzxE; enterobacterial common antigen flippase
cds3956	3.92525797698322	3.62172524779078	0.330509193950792	nonDEG	OG0000211	K02805	wecE; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]
cds3957	4.77521314135703	2.11566080643758	3.38645917649134	nonDEG	OG0006603		
cds3958	5.1002739592857	3.87475746846738	2.49588041235869	nonDEG	OG0000671		
cds3959	3.98504878485956	2.14647287792128	3.56053448883946	nonDEG	OG0006580		
cds396	5.86586117545444	6.23688859810557	0.552139889210191	nonDEG	OG0005766		
cds3960	9.46451075556838	7.07387590453136	3.0334548624149	up	OG0007004		
cds3961	4.65901043656971	3.69585605490293	0.666229088840411	nonDEG	OG0001712		
cds3962	4.08066662576491	3.3957012794199	1.50525560079908	nonDEG	OG0002056		
cds3963	3.37868312139346	2.63106684217943	2.83104372729681	nonDEG	OG0005580		
cds3964	5.25713135136653	5.47197417625186	0.823663640714343	nonDEG	OG0005579		
cds3965	5.41547250698075	7.30151726265472	-1.08060273883861	nonDEG	OG0000151	K03924	moxR; MoxR-like ATPase [EC:3.6.3.-]
cds3966	5.62806877661679	6.43396242850318	0.0734760307320328	nonDEG	OG0000260		
cds3967	5.80226826902608	5.93882015277977	0.890122965637545	nonDEG			
cds3968	6.63591394810372	6.63652328757693	0.95837848125435	nonDEG	OG0004789		
cds3969	5.18014653975324	6.52244947624596	-0.206340127842454	nonDEG	OG0001889	K03437	spoU; RNA methyltransferase, TrmH family
cds397	7.3829821590195	5.59467966021564	2.72122296458306	up	OG0005363		
cds3970	10.6848078394211	9.72460972737624	1.7163532272476	up	OG0000306	K00951	relA; GTP pyrophosphokinase [EC:2.7.6.5]
cds3971	6.73559339959008	5.54993686297662	1.93230387897589	up	OG0000325	K03711	fur; Fur family transcriptional regulator, ferric uptake regulator
cds3972	6.76033808799923	8.70298159177806	-0.773669055576831	nonDEG	OG0000929	K01939	purA; adenylosuccinate synthase [EC:6.3.4.4]
cds3973	3.63148556019757	5.19314042034615	-0.0847219016862676	nonDEG	OG0000310	K01515	nudF; ADP-ribose pyrophosphatase [EC:3.6.1.13]
cds3974	11.7063558260301	7.5769374558095	4.87624294042708	up	OG0004583		
cds3976	2.69898318149715	4.3957012794199	0.24161067242391	nonDEG	OG0000351	K00480	E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1]
cds3977	4.80097869850326	3.28839191445745	2.45393515132784	nonDEG			
cds3979	8.89398168850123	11.6825686024336	-1.94980549392917	down	OG0000976	K00088	IMPDH; IMP dehydrogenase [EC:1.1.1.205]
cds398	5.62078923804903	5.51429846167111	0.882820783094682	nonDEG	OG0007597		
cds3980	7.13102736357705	4.73500858208565	3.15157661145107	up			
cds3981	5.8235822930998	6.00157569859038	0.39831102506319	nonDEG			
cds3982	7.25645829548765	7.50240914543344	0.502891951018716	nonDEG	OG0000707	K01640	E4.1.3.4; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
cds3983	5.6838005128457	5.21551181896567	1.17846436678624	nonDEG	OG0005627		
cds3984	4.51529801645061	3.24654828709616	2.23065106818728	nonDEG	OG0002814		
cds3985	4.7431332801717	8.80798879361455	-3.1740912748869	down	OG0001135	K00254	DHODH; dihydroorotate dehydrogenase [EC:1.3.5.2]
cds3986	5.70797225939452	2.14647287792128	5.40117168955477	nonDEG			
cds3987	6.57841540297476	3.37475746846738	3.86065450693464	up	OG0002742		
cds3988	7.08714852248197	2.01807955829232	7.1055193756617	up	OG0000745		
cds3989	6.94989415150532	9.25113407020864	-1.51337754586273	down	OG0002871	K01258	pepT; tripeptide aminopeptidase [EC:3.4.11.4]
cds399	4.05636644341576	4.2958478521336	0.186424120993364	nonDEG	OG0007638		
cds3990	3.36652918620913	3.28839191445745	0.153681604486652	nonDEG	OG0002571		
cds3991	5.38988301102335	5.63485059598805	0.399976111518335	nonDEG	OG0000979	K03210	yajC; preprotein translocase subunit YajC
cds3992	9.1841568260035	10.1679669823507	-0.202084400924426	nonDEG	OG0000952	K03625	nusB; N utilization substance protein B
cds3993	7.81429018889251	10.1832458711721	-1.46667621989413	down	OG0001822	K00263	E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]
cds3994	7.1094686396561	7.45608536504175	0.438780212981683	nonDEG	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
cds3995	12.65976115615	11.2068798338747	2.22782067266571	up	OG0005538		
cds3996	7.08245023132267	6.60256341623719	1.20037883697251	nonDEG	OG0000097	K01066	aes; acetyl esterase [EC:3.1.1.-]
cds3997	5.15602265225819	5.78789752332767	0.689423922934868	nonDEG	OG0001228	K07002	uncharacterized protein
cds3998	5.99715213854804	5.63985131710114	1.31207502260805	nonDEG	OG0003171	K06878	tRNA-binding protein
cds3999	9.77561654986492	2.06687018236495	8.80309498617855	up	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
cds4	6.06673617584659	7.65527936079251	-0.75280297053888	nonDEG	OG0004724		
