	S763_Col	S763_TSB	S763_FC	DEG	OG	KO.id	KO.description
cds505	6.0477230815157	8.76417794048485	-2.3779993709655	nonDEG	OG0000649	K03217	yidC; YidC/Oxa1 family membrane protein insertase
cds506	7.66166747367481	9.1363798931993	-0.577963242923523	nonDEG	OG0005104	K06346	jag; spoIIIJ-associated protein
cds507	4.57120618799558	7.08650802586492	-2.32670934084525	nonDEG	OG0000856	K03501	gidB; 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]
cds508	9.08084482696147	10.0467880632071	-0.148306462623022	nonDEG	OG0000101	K03496	parA; chromosome partitioning protein
cds509	8.60513783875781	9.41591407905043	-0.0107637041913713	nonDEG	OG0000397	K03497	parB; chromosome partitioning protein, ParB family
cds51	4.72004716720942	6.88699848818077	-1.91721245529109	nonDEG			
cds510	7.7365246139881	7.81876478967494	0.713222519844577	nonDEG	OG0000092	K03671	trxA; thioredoxin 1
cds511	9.54862046865225	10.1686623827139	0.294760356841497	nonDEG	OG0000772	K00384	trxB; thioredoxin reductase (NADPH) [EC:1.8.1.9]
cds512	10.2286413077107	10.2003156869678	0.830871265794818	nonDEG			
cds513	8.16172955473852	8.78589792452097	0.182423926064803	nonDEG	OG0001304	K03980	murJ; putative peptidoglycan lipid II flippase
cds514	6.0654758110878	6.68488140156836	0.441075800468008	nonDEG	OG0000055	K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
cds515	7.42810627300381	7.9186633807751	0.323034931684419	nonDEG	OG0001019	K00974	cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]
cds516	5.9397060432708	4.79296173081281	1.37405483897428	nonDEG	OG0000123	K02226	cobC; alpha-ribazole phosphatase [EC:3.1.3.73]
cds517	8.81322091203483	8.69017655816006	0.95350878275485	nonDEG			
cds518	5.20382164418074	5.43999716779495	0.549272192458716	nonDEG	OG0000621	K10027	crtI; phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
cds52	1.27265534374757	4.97145090070275	-4.18932143155409	nonDEG	OG0000218	K13643	iscR; Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor
cds520	3.55908311976574	2.90489345242396	1.73821982073923	nonDEG	OG0003619	K02004	ABC.CD.P; putative ABC transport system permease protein
cds521	4.29633296935705	5.363470315776	-0.171847069437724	nonDEG	OG0000067	K07674	narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]
cds522	5.10642806034964	3.80194742060832	2.32348950934384	nonDEG	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
cds523	6.82186554175643	7.50547151575067	0.378145332135714	nonDEG			
cds524	6.69228193917024	7.07338704387745	0.351156634171981	nonDEG	OG0006282		
cds525	6.66190468751989	6.36925535215765	1.23035490406276	nonDEG	OG0000081	K02444	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
cds526	5.12697647876494	4.52619500930492	-0.275866295906231	nonDEG	OG0000685		
cds527	6.43721746974029	5.72035815093548	1.46898648996678	nonDEG	OG0003674	K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]
cds528	8.19868245952918	7.73215992964588	1.27295189585982	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
cds529	6.94850675713475	7.20291914445187	1.10334189375669	nonDEG			
cds53	4.82465380293077	4.70596203206446	1.13996324065614	nonDEG	OG0000133	K02613	paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE
cds530	5.26377858783459	6.3069263237559	-0.730927968372578	nonDEG	OG0000067	K07674	narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]
cds531	4.69247639011319	4.87111681535848	0.042969979601446	nonDEG	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
cds532	6.52075754822699	7.88666995940606	-0.652141758549201	nonDEG	OG0000029	K16235	mmuP; S-methylmethionine transporter
cds533	4.35156437012632	7.42200938012989	-2.11196074523072	nonDEG	OG0002594	K01267	DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]
cds534	5.19499757372701	4.40120532340642	1.58533932166339	nonDEG	OG0001688		
cds535	10.8439410690773	13.8520554058013	-2.1731544269816	down	OG0000752	K02990	RP-S6; small subunit ribosomal protein S6
cds536	9.44766751238894	12.3749963420268	-2.10797833815222	down	OG0000303	K03111	ssb; single-strand DNA-binding protein
cds537	9.0774635891932	11.9454005396361	-2.01384409358601	down	OG0000930	K02963	RP-S18; small subunit ribosomal protein S18
cds538	6.32282162279594	7.79135655146932	-1.21857254820032	nonDEG	OG0001076	K02939	RP-L9; large subunit ribosomal protein L9
cds539	4.85156437012632	3.97234227880219	1.13493827262414	nonDEG	OG0004154		
cds54	4.62372462823822	2.65189615225856	2.1695617177291	nonDEG	OG0004285		
cds540	4.28879892908439	4.78552263101929	0.0206646699816162	nonDEG	OG0000518	K06998	phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]
cds541	7.52634684797798	2.58053494833628	7.37696212169881	up	OG0000720	K00299	ssuE; FMN reductase [EC:1.5.1.38]
cds542	5.07983205171843	3.73648168300716	2.57481529643996	nonDEG	OG0007157	K09981	uncharacterized protein
cds543	4.83417685366302	4.91570061165476	0.896706393285032	nonDEG			
cds544	5.82973639416375	7.12239981492925	-0.465895372786033	nonDEG	OG0000931	K02314	dnaB; replicative DNA helicase [EC:3.6.4.12]
cds545	7.85057949402686	6.06396222587905	2.58724567506325	up	OG0000200	K10806	yciA; acyl-CoA thioesterase YciA [EC:3.1.2.-]
cds547	4.36077995869994	5.638173326932	-0.93269114274932	nonDEG	OG0002482	K03327	TC.MATE; multidrug resistance protein, MATE family
cds548	4.52535319880368	4.33336085871138	1.51893714572655	nonDEG			
cds549	6.73471615677581	8.1593074004616	-0.366877036278606	nonDEG			
cds55	9.6243044916551	9.98674358668402	0.424347471903305	nonDEG	OG0004476	K01596	E4.1.1.32; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]
cds550	3.84551089578391	4.01220281738642	-1.13023672055728	nonDEG	OG0003632		
cds551	5.91651153352229	5.37114134973669	-0.399871556326458	nonDEG	OG0002927		
cds552	5.42710544361663	4.87056690295212	1.45543834292075	nonDEG			
cds553	6.80938590639306	6.09767720134991	1.73739527414484	nonDEG	OG0000085	K01533	copB; Cu2+-exporting ATPase [EC:3.6.3.4]
cds554	8.94918055169915	7.2609123996579	2.57735975899507	up	OG0000468	K07213	ATOX1; copper chaperone
cds555	7.11832445752507	5.1740117597765	2.98243338139896	up	OG0000449	K07807	uncharacterized protein
cds557	3.63918935342264	2.96636830946977	2.5815377873926	nonDEG			
cds558	8.71902433154217	4.77555174455529	4.67747996967857	up			
cds559	4.94461911795956	2.70606583042014	4.29096170798521	nonDEG			
cds56	7.75724366588102	6.72004930493364	1.86603817635151	up	OG0006188	K00382	DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
cds560	6.37183581262661	2.96636830946977	4.34738790829436	up			
cds561	5.67399952704859	0.923926990803609	4.66782084913771	nonDEG	OG0000207	K01995	livG; branched-chain amino acid transport system ATP-binding protein
cds563	6.4698070521992	0.706065830420143	7.36672666824631	up	OG0002907	K01997	livH; branched-chain amino acid transport system permease protein
cds565	5.57725966233799	2.03512320147183	4.39347576177095	nonDEG	OG0000214	K01999	livK; branched-chain amino acid transport system substrate-binding protein
cds566	6.47121938316135	5.66837272201048	1.67469844986875	nonDEG	OG0000509		
cds567	5.94976297652807	4.23388094472305	2.67921032336125	nonDEG			
cds568	7.38092516573714	4.40580725658143	3.62905325525795	up	OG0000338	K01433	purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]
cds569	5.51252841757	4.12917808124703	1.91196787875056	nonDEG	OG0004623	K00297	metF; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
cds57	4.64404562048689	3.73551115120052	1.15906005345495	nonDEG	OG0006338		
cds570	6.43401146888642	4.57019198631305	2.59172681761049	up	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
cds571	7.52770432932094	5.56015488064466	2.61363048913305	up	OG0003911		
cds572	2.27265534374757	3.55676207930448	-1.83084688369997	nonDEG	OG0000691	K09788	prpF; 2-methylaconitate isomerase [EC:5.3.3.-]
cds573	6.02754284591104	1.94673707978525	2.89424135342501	nonDEG	OG0000638	K10218	ligK; 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]
cds574	5.87727119264468	2.65649808543357	4.35829590440704	up	OG0005843	K16515	galB; 4-oxalomesaconate hydratase [EC:4.2.1.83]
cds575	7.08350136867306	4.29319576131586	3.42200311148422	up			
cds576	4.89529579075149	5.13063983365881	0.170837225449688	nonDEG	OG0000028	K11475	vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
cds578	6.02217270355632	1.70606583042014	6.24264655944039	up			
cds579	6.83998587758242	5.47630862497934	2.26227689102258	up	OG0000301	K05343	treS; maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]
cds58	5.97888938648749	4.90252526330763	2.14583528912778	nonDEG	OG0003630	K01421	yhgE; putative membrane protein
cds580	5.7556055870516	3.78134565911717	2.76696128018144	up	OG0007023		
cds581	7.75814331508822	5.94762984695518	2.60075461663538	up	OG0001805	K10747	LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]
cds582	7.31963503662099	5.66393934344895	1.73357093688726	nonDEG	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
cds583	5.72183185790383	4.75206256253474	1.73225116495469	nonDEG	OG0000054	K02624	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein
cds584	5.37183581262661	5.67600907550078	0.815084881733763	nonDEG	OG0000171	K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]
cds585	7.80092528098519	7.77065586298382	0.947776569047986	nonDEG	OG0000541	K00457	HPD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
cds586	8.52704750488576	9.08042201235989	0.254326079168728	nonDEG	OG0000551	K00449	pcaH; protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]
cds587	6.69131269860341	5.88252205380445	1.06241696001345	nonDEG	OG0000551	K00449	pcaH; protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]
cds588	5.78879892908439	7.04206110688656	-0.720152886992552	nonDEG	OG0001294	K01857	pcaB; 3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]
cds589	2.85156437012632	5.2629406066748	-1.5121169586467	nonDEG	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
cds59	4.12372462823822	4.81718116122095	-0.41620655427737	nonDEG	OG0000069	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
cds590	5.99665885193199	6.28732721971166	0.664244371247084	nonDEG	OG0000234	K01607	pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
cds591	3.14404562048689	5.56967793137692	-1.33057694106382	nonDEG	OG0000031	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
cds592	5.66023291406932	5.49408764409458	1.04831028949786	nonDEG	OG0000304	K01028	E2.8.3.5A; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]
cds593	5.22745712900685	5.91952931623404	-0.138789550365858	nonDEG	OG0000244	K01029	E2.8.3.5B; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]
cds594	4.9295317205749	5.86628362546011	-0.73777709765614	nonDEG	OG0000054	K02624	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein
cds595	3.85761784446872	5.1774958997864	-1.93490953504297	nonDEG			
cds596	6.79596266501598	7.15768592422575	0.493162704509689	nonDEG			
cds597	4.20178422919686	6.03791325200107	-1.45579646609702	nonDEG	OG0000307	K07029	dagK; diacylglycerol kinase (ATP) [EC:2.7.1.107]
cds598	6.43985873598798	6.52769547338323	0.0234141467132769	nonDEG	OG0000676	K03282	mscL; large conductance mechanosensitive channel
cds599	6.1579871362641	5.53585603116048	1.33211667002229	nonDEG	OG0004479		
cds6	9.38505983410848	9.56233779489749	0.598558717061375	nonDEG	OG0000539	K01214	ISA; isoamylase [EC:3.2.1.68]
cds600	6.2067726463654	7.43347037813844	0.107016152423154	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
cds601	4.08001026580517	4.11342617250994	-0.8091870450838	nonDEG			
cds602	5.41032821843325	4.95879495063641	1.28154634714375	nonDEG	OG0001410	K01992	ABC-2.P; ABC-2 type transport system permease protein
cds603	4.4489045736523	4.81144281840667	-1.34616536416144	nonDEG	OG0000054	K02624	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein
cds604	5.84551089578391	5.09896929675727	-0.480414838181314	nonDEG	OG0001809	K00481	pobA; p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]
cds605	5.64664529109879	5.25665426425769	1.59938616706699	nonDEG	OG0000351	K00480	E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1]
cds606	7.74926431432877	8.96078912095912	-0.384329783460777	nonDEG	OG0000123	K02226	cobC; alpha-ribazole phosphatase [EC:3.1.3.73]
cds607	6.48321248219654	6.42521546164049	0.907233797312293	nonDEG	OG0003139		
cds608	7.80029992543938	9.03282166174031	-0.41460393299239	nonDEG	OG0001385	K01756	purB; adenylosuccinate lyase [EC:4.3.2.2]
cds61	3.85156437012632	4.55664465814727	-0.0334130340755081	nonDEG	OG0001132	K15268	eamA; O-acetylserine/cysteine efflux transporter
cds610	4.00001007348663	3.21769434116744	2.26095647346088	nonDEG	NA	NA	NA
cds611	5.79965208367444	6.16132241283199	0.0530463502450217	nonDEG	OG0003121	K08972	putative membrane protein
cds612	8.5161023163137	9.16149276483339	0.235476018695229	nonDEG	OG0000245	K00817	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
cds613	8.06441204436276	9.97449929924928	-1.17050591000356	nonDEG	OG0000388	K00161	PDHA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
cds614	7.12994692920936	7.76714673233611	-0.0442797016643883	nonDEG	OG0000271	K00162	PDHB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
cds615	6.45220148605138	8.15669942227501	-0.602033198545274	nonDEG	OG0000088	K00658	DLST; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
cds617	7.83275205060327	6.10927832516707	2.51910036300225	up	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
cds618	8.62511765119861	7.59685835482882	1.75820846086512	up	OG0000149	K06149	uspA; universal stress protein A
cds619	9.02181856842799	9.18832646648951	0.534623281807105	nonDEG	OG0000079	K05825	LYSN; 2-aminoadipate transaminase [EC:2.6.1.-]
cds62	7.14647929522611	4.94064568929562	2.98281087854652	up			
cds620	10.1860987043747	5.70350218860926	5.18511932224864	up	OG0000434	K19784	chrR; chromate reductase, NAD(P)H dehydrogenase (quinone)
cds621	4.80500966793058	3.66500978280262	1.40974483525773	nonDEG	OG0001658		
cds622	7.61356872293045	8.66193711110686	-0.715615430069387	nonDEG	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein
cds623	6.57193386411899	8.08963345452725	-0.478104298374612	nonDEG	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein
cds624	9.05611949183064	11.0617344036536	-1.2571244185017	nonDEG	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
cds625	11.3506357419877	13.784623244574	-1.58127021258985	down	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
cds626	4.90930297883628	5.56881995015564	-0.16499679140029	nonDEG	OG0001067	K03810	mviM; virulence factor
cds627	9.77187336620598	8.4350132303785	1.40342542908616	nonDEG	OG0000588	K00324	pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]
cds628	5.30230693868947	5.40940950823363	0.940878635309946	nonDEG	OG0000457	K02647	cdaR; carbohydrate diacid regulator
cds629	7.39414152462147	6.51891696255837	1.69441871843056	nonDEG			
cds63	7.51485513582453	6.14414488690505	2.30128439244417	up	OG0001299	K08296	sixA; phosphohistidine phosphatase [EC:3.1.3.-]
cds630	6.11467727879928	5.85404308708477	0.489728055550646	nonDEG	OG0004401		
cds631	8.28203364987781	5.60731235596229	3.48906267466444	up	OG0000317	K08483	PTS-EI.PTSI; phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]
cds632	6.07414088059878	2.75174957954486	4.09113243982906	up	OG0002547		
cds633	9.3930539289518	5.3529920883959	4.63676170620159	up	OG0002876	K02798	PTS-Mtl-EIIA; PTS system, mannitol-specific IIA component [EC:2.7.1.197]
cds634	8.08939410105967	5.93805588138973	2.97500852744097	up	OG0000667	K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]
cds635	7.17469404639257	8.94073491020402	-1.0459842209384	nonDEG	OG0000029	K16235	mmuP; S-methylmethionine transporter
cds636	4.48624368727443	3.72833343068397	0.860320412696674	nonDEG	OG0002097		
cds637	5.77398610511575	5.62532165297351	1.0719573849698	nonDEG	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
cds638	4.07414088059878	5.66100913731814	-0.733554568964322	nonDEG	OG0004480	K08221	yitG; MFS transporter, ACDE family, multidrug resistance protein
cds639	7.81309465238652	8.04760668140466	0.454538220801045	nonDEG	OG0000438	K08368	yaaU; MFS transporter, putative metabolite transport protein
cds64	4.00883414394036	1.42521309080686	4.15246501374479	nonDEG	OG0007735	K09165	uncharacterized protein
cds640	5.7743093955985	6.57656205168847	-0.617579552375733	nonDEG	OG0000038	K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein
cds641	4.35156437012632	3.68967664328388	0.948128158358858	nonDEG	OG0002113	K02553	rraA; regulator of ribonuclease activity A
cds642	5.73323418843208	6.51906827074695	0.245564541859132	nonDEG	OG0002298	K16211	malY; maltose/moltooligosaccharide transporter
cds643	4.44258034518988	4.81661723793085	-1.14502674192356	nonDEG	OG0000990		
cds644	7.2865839748273	6.54375745135757	1.20187224317347	nonDEG	OG0000668	K00029	E1.1.1.40; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
cds645	5.08001026580517	5.84369408288269	-1.44251054922313	nonDEG	OG0003179	K09793	uncharacterized protein
cds646	4.35156437012632	5.08320072516448	-0.121172676804495	nonDEG			
cds647	4.78477841197741	3.43321428599768	1.41882326471706	nonDEG	OG0005291		
cds648	4.66332551859866	3.9210144596111	1.67421254849193	nonDEG	OG0000027	K03719	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
cds649	5.44065277178242	4.33587646172916	2.39996768599601	nonDEG	OG0000395	K03718	asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
cds65	7.61334043033326	6.83473800074742	1.54599323940018	nonDEG	OG0006211		
cds651	8.95866516643226	9.10410671078562	0.631260882490074	nonDEG	OG0002100		
cds652	7.44205959388848	5.30438753502661	2.72149804225021	up	OG0002336	K13527	mpa; proteasome-associated ATPase
cds653	7.11292220101127	4.99391691778729	2.87810857392403	up	OG0002309		
cds654	6.10731943844908	5.21817555438119	1.71382960549486	nonDEG			
cds655	8.32255003379881	6.16878708530025	3.47235534147426	up	OG0000048	K03892	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
cds656	8.24141994223288	5.57798505643746	3.43621819349703	up	OG0000175	K16264	czcD; cobalt-zinc-cadmium efflux system protein
cds659	9.31843783400662	7.97438472763974	2.02769490251586	up	OG0004011		
cds66	7.00186759698179	4.5783430008879	3.06371666947891	up	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
cds660	8.63957853764339	4.7210886665658	4.70645769440132	up	NA	NA	NA
cds661	5.36011818499791	4.17192542961927	0.434792652481766	nonDEG			
cds662	5.85156437012632	5.61451781981395	0.425829053609015	nonDEG	OG0000176		
cds666	5.21099981777048	2.41841624621153	2.84077686709506	nonDEG			
cds667	4.6356402720228	3.31171315262939	3.86275383969517	nonDEG	OG0007776		
cds669	5.90475857937534	5.16834295134127	1.51574950967145	nonDEG	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
cds67	7.18949300252553	4.37297293521466	3.67205576508704	up	OG0000010	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
cds670	5.66332551859866	4.97765612675853	1.36661402404892	nonDEG			
cds671	8.0577289367025	4.57609265355754	4.4958063919	up			
cds672	7.29441306264673	6.7114018941993	1.50558712289402	nonDEG	OG0001235	K00387	SUOX; sulfite oxidase [EC:1.8.3.1]
cds673	6.92931092661711	7.30283993786529	0.600813156375564	nonDEG	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
cds674	6.64602835920281	7.72525674763658	-0.247704615020755	nonDEG			
cds675	2.85761784446872	5.08847571421838	-2.79178636756058	nonDEG	OG0001292	K09858	SEC-C motif domain protein
cds676	6.41598591130116	2.14172458002564	5.41632357345236	up	OG0001435		
cds677	5.60281454039091	1.89009541263781	3.85269895776573	nonDEG	OG0000049	K00253	IVD; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
cds678	7.53676203783361	4.20169427669728	4.08291365652668	up			
cds679	6.32689958073598	7.80483585403037	-0.443063223457314	nonDEG	OG0005165		
cds68	4.73208696238486	4.09988095266435	-0.132200434552524	nonDEG	OG0005121		
cds680	4.38401110463498	7.03886674252409	-1.74648721403819	nonDEG	OG0005120		
cds681	5.44065277178242	7.88005438316402	-1.36507331439493	nonDEG	OG0004460	K03632	mukB; chromosome partition protein MukB
cds682	4.88992114830323	5.68691357388235	-0.62098414649794	nonDEG	OG0006275		
cds683	6.90955837239554	9.43024218266599	-1.4596979002438	nonDEG	OG0000527	K02016	ABC.FEV.S; iron complex transport system substrate-binding protein
cds684	5.59458343863493	5.14332213504147	-0.730312928479119	nonDEG	OG0000073	K02015	ABC.FEV.P; iron complex transport system permease protein
cds685	4.59458343863493	6.28658617777394	-2.54989507873466	nonDEG	OG0000073	K02015	ABC.FEV.P; iron complex transport system permease protein
cds686	3.9123319382087	7.11876019103542	-2.75201282092971	nonDEG	OG0000114	K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]
cds687	3.59458343863493	6.77156862346609	-3.79314472101648	down	OG0000912		
cds689	6.55853175665398	6.76483684432522	0.676834536491065	nonDEG	OG0004551		
cds69	6.52009742685091	3.8571767567936	3.51493623273973	up	OG0002267		
cds690	5.09651227921829	4.96335326293544	0.905603088976067	nonDEG	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
cds691	7.79723547407851	6.89335157571966	1.69188123802517	up	OG0002533		
cds692	4.72004716720942	5.17412559534265	-0.164604379036181	nonDEG	OG0000441	K05350	bglB; beta-glucosidase [EC:3.2.1.21]
cds693	3.96276058079454	2.84688365249895	1.22834703330963	nonDEG	OG0000989	K03734	apbE; FAD:protein FMN transferase [EC:2.7.1.180]
cds696	7.09946328140295	10.621670430739	-2.61884804576186	down	OG0001025	K02902	RP-L28; large subunit ribosomal protein L28
cds697	5.69981591125626	7.19369129155663	-1.18705497007975	nonDEG	OG0000723	K02913	RP-L33; large subunit ribosomal protein L33
cds698	5.32378695920954	9.07984699222739	-3.02004416832461	down	OG0001093	K02954	RP-S14; small subunit ribosomal protein S14
cds699	8.11329340778151	10.4007484690892	-1.47955550695951	down	OG0000074	K03530	hupB; DNA-binding protein HU-beta
cds7	5.95082434401534	5.1146789924505	1.90324152139226	nonDEG	OG0000095	K13566	NIT2; omega-amidase [EC:3.5.1.3]
cds70	6.69844318531406	8.15427015204727	-0.599938791929109	nonDEG	OG0000903	K00761	upp; uracil phosphoribosyltransferase [EC:2.4.2.9]
cds700	7.20654628799598	7.50123482868833	0.635342935886468	nonDEG	OG0003978	K02351	putative membrane protein
cds701	6.39411086779254	6.06330237833805	0.961954066188956	nonDEG	OG0005389		
cds702	7.42045083834686	7.98208125162859	0.223066190776343	nonDEG	OG0006357		
cds703	8.2476804407842	7.13240205746806	2.01985702405143	up	OG0001452	K06915	uncharacterized protein
cds704	6.49877640727358	1.5670727044678	6.58513415061941	up	OG0000403		
cds705	8.52449120026251	1.8083912466923	7.42541566309142	up	NA	NA	NA
cds706	7.83062777226319	6.24645277699585	2.40615234457075	up	OG0000343		
cds707	5.08001026580517	6.65394189852479	-2.29466238750402	nonDEG	OG0004014		
cds708	5.89597462264564	3.6425580268687	2.44938152873832	nonDEG			
cds709	2.27265534374757	4.81830702782365	-2.9821537089335	nonDEG	OG0000433	K07088	uncharacterized protein
cds71	9.34890615682386	7.31906153923214	2.82772056610244	up	OG0000056	K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]
cds710	8.26258758966826	9.65845576760491	-0.537204140562061	nonDEG	OG0001879	K01579	panD; aspartate 1-decarboxylase [EC:4.1.1.11]
cds711	6.59573575352662	6.9561214412965	0.680860495607402	nonDEG	OG0003122		
cds712	8.35588791969254	8.49932266320729	0.216195354971862	nonDEG	OG0000128	K03294	TC.APA; basic amino acid/polyamine antiporter, APA family
cds713	8.31828755327197	10.8374478151129	-1.78199717143377	down	OG0000669	K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]
cds714	7.25551970968625	5.72323205399241	2.34468420924283	up			
cds715	7.33115698243734	6.88164909698993	0.688180807844183	nonDEG	OG0000254		
cds716	5.22728475347788	4.38737977808104	1.84147585349658	nonDEG	OG0000145	K08225	entS; MFS transporter, ENTS family, enterobactin (siderophore) exporter
cds717	5.14903766477321	6.8306662419797	-1.14206808135099	nonDEG			
cds718	9.69557657181628	9.45745485847518	1.14476019612838	nonDEG	OG0001291	K01494	dcd; dCTP deaminase [EC:3.5.4.13]
cds719	5.03021092308026	5.00546146282108	1.0961187856395	nonDEG	OG0000185	K03455	TC.KEF; monovalent cation:H+ antiporter-2, CPA2 family
cds72	1.27265534374757	3.38737977808104	-2.43383610584449	nonDEG	OG0000507	K11991	tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]
cds720	5.79998694244951	6.89318755854653	-0.231225453989138	nonDEG	OG0004434	K07228	TrkA domain protein
cds721	8.14560307570591	6.44614572356856	2.52796386111859	up	OG0003644	K06902	UMF1; MFS transporter, UMF1 family
cds722	6.87130732611259	7.59166927717805	-0.000473515934780385	nonDEG	OG0001374	K05559	phaA; multicomponent K+:H+ antiporter subunit A
cds723	6.08001026580517	6.54797958863629	-1.22360324746969	nonDEG	OG0001373	K05560	phaC; multicomponent K+:H+ antiporter subunit C
cds724	6.21569628075765	7.03780801640336	0.0379834394138532	nonDEG	OG0001372	K05561	phaD; multicomponent K+:H+ antiporter subunit D
cds725	3.27265534374757	3.09438491173483	-1.45485533924974	nonDEG	OG0001371	K05562	phaE; multicomponent K+:H+ antiporter subunit E
cds727	5.29690148020725	4.24903394498809	0.167180238241167	nonDEG	OG0001369	K05564	phaG; multicomponent K+:H+ antiporter subunit G
cds728	8.37253071995134	8.58518508681261	0.588028095519609	nonDEG			
cds729	6.09340324767481	2.14178815118708	5.93648815523745	up			
cds73	7.61979748199527	5.81204304809096	2.60851409630921	up			
