	D36E_col_1	D36E_col_2	D36E_col_3	D36E_vitro_1	D36E_vitro_2	D36E_vitro_3
PSPTO_4433-sulfate adenylyltransferase subunit 2 	51	104	429	508	311	391
PSPTO_4434-hypothetical protein 	6	18	66	96	69	104
PSPTO_4435-trypsin domain-containing protein 	16	28	112	335	277	352
PSPTO_4436-hypothetical protein 	9	77	154	39	57	70
PSPTO_4437-histidinol-phosphate aminotransferase 	12	45	202	401	329	352
PSPTO_4438-histidinol dehydrogenase 	29	38	246	324	290	328
PSPTO_4439-ATP phosphoribosyltransferase 	9	14	163	316	438	427
PSPTO_4440-hypothetical protein 	0	0	1	0	6	0
PSPTO_4441-UDP-N-acetylglucosamine 1-carboxyvinyltransferase 	56	75	321	784	682	718
PSPTO_4442-toluene tolerance protein 	42	67	213	1033	756	930
PSPTO_4443-STAS domain-containing protein 	2	6	31	142	77	73
PSPTO_4444-toluene tolerance protein 	29	42	160	256	135	154
PSPTO_4445-mce-like protein 	8	19	121	312	231	281
PSPTO_4446-membrane protein 	10	15	39	112	101	58
"PSPTO_4447-toluene tolerance ABC transporter, ATP-binding protein "	9	33	88	127	114	119
PSPTO_4448-sugar isomerase 	16	21	141	663	703	635
"PSPTO_4449-phosphatase, YrbI family "	3	1	27	180	109	134
PSPTO_4450-hypothetical protein 	7	7	35	318	300	467
PSPTO_4451-ostA family protein 	77	185	593	602	414	612
PSPTO_4452-ABC transporter ATP-binding protein 	24	54	189	218	173	182
PSPTO_4453-RNA polymerase sigma-54 factor 	111	242	785	1304	1139	1617
PSPTO_4454-ribosomal subunit interface protein 	238	536	1874	714	566	808
PSPTO_4455-PTS transporter subunit IIA-like nitrogen-regulatory protein PtsN 	21	75	166	369	277	380
PSPTO_4456-hypothetical protein 	30	49	181	323	291	520
PSPTO_4457-phosphocarrier protein HPr 	20	61	126	842	810	1088
PSPTO_4458-hypothetical protein 	0	0	0	3	2	1
PSPTO_4459-superoxide dismutase 	0	4	2	6	1	6
PSPTO_4460-hypothetical protein 	1	0	12	6	7	1
PSPTO_4461-class II fumarate hydratase 	8	15	29	5	19	8
PSPTO_4462-hypothetical protein 	4	0	1	5	11	0
PSPTO_4463-pmbA protein 	4	19	139	313	311	356
PSPTO_4464-hypothetical protein 	21	56	145	277	177	263
PSPTO_4465-tldD protein 	14	2	41	140	68	83
PSPTO_4466-hydrolase 	28	41	135	436	430	490
PSPTO_4467-hypothetical protein 	10	35	166	436	564	620
PSPTO_4468-ribonuclease G 	40	59	173	699	714	899
PSPTO_4469-maf protein 	6	6	34	187	184	212
PSPTO_4470-rod shape-determining protein MreD 	1	2	7	132	138	160
PSPTO_4471-rod shape-determining protein MreC 	20	45	166	1069	902	1013
PSPTO_4472-rod shape-determining protein MreB 	33	78	333	1713	1905	1759
PSPTO_4473-aspartyl/glutamyl-tRNA amidotransferase subunit C 	55	92	296	340	353	471
PSPTO_4474-aspartyl/glutamyl-tRNA amidotransferase subunit A 	54	115	354	697	472	682
PSPTO_4475-aspartyl/glutamyl-tRNA amidotransferase subunit B 	47	67	327	494	506	454
PSPTO_4476-rplA family protein 	2	12	26	77	35	81
PSPTO_4477-K+-dependent Na+/Ca+ exchanger-like protein 	8	10	60	279	239	244
PSPTO_4478-4-carboxymuconolactone decarboxylase 	1	10	33	40	48	58
PSPTO_4479-membrane protein 	1	10	78	75	72	85
PSPTO_4480-Tat (twin-arginine translocation) pathway signal sequence domain-containing protein 	1	9	43	72	62	61
PSPTO_4481-hypothetical protein 	15	19	53	186	174	237
PSPTO_4482-hypothetical protein 	41	62	223	637	571	716
PSPTO_4483-hypothetical protein 	2	5	3	77	84	92
PSPTO_4484-hypothetical protein 	607	1781	6052	790	1126	1349
"PSPTO_4485-ISPsy6, transposase "	0	0	0	0	0	0
PSPTO_4486-polyribonucleotide nucleotidyltransferase 	133	262	1255	1752	1042	1326
PSPTO_4487-30S ribosomal protein S15 	8	43	356	810	1126	825
PSPTO_4488-30S ribosomal protein S15 	60	109	462	886	1501	1115
PSPTO_4489-ribosome-binding factor A 	12	3	4	51	14	13
PSPTO_4490-translation initiation factor IF-2 	53	90	323	601	651	610
PSPTO_4491-N utilization substance protein A 	22	36	152	532	374	394
PSPTO_4492-hypothetical protein 	5	1	23	197	211	132
PSPTO_4493-hypothetical protein 	8	34	132	601	677	583
PSPTO_4494-hypothetical protein 	11	3	116	725	707	588
PSPTO_4495-phosphoglucosamine mutase 	39	61	230	630	493	609
PSPTO_4496-dihydropteroate synthase 	7	11	29	134	134	149
PSPTO_4497-cell division protein FtsH 	189	501	1972	4192	2388	3845
PSPTO_4498-FtsJ cell division protein 	42	49	149	506	387	459
PSPTO_4499-hypothetical protein 	108	305	1312	6108	2437	5889
PSPTO_4500-transcription elongation factor GreA 	6	29	91	427	445	371
PSPTO_4501-carbamoyl-phosphate synthase large subunit 	60	152	598	1119	842	1066
PSPTO_4502-carbamoyl-phosphate synthase small subunit 	112	125	806	2058	1319	1818
PSPTO_4503-dihydrodipicolinate reductase 	0	6	31	305	240	342
PSPTO_4504-dnaJ protein 	1	2	13	151	145	128
PSPTO_4505-molecular chaperone DnaK 	59	90	346	2002	1206	1524
PSPTO_4506-heat shock protein GrpE 	3	23	45	358	142	218
PSPTO_4507-DNA repair protein RecN 	81	233	918	399	407	532
PSPTO_4508-ferric uptake regulation protein 	34	60	298	420	217	369
PSPTO_4509-outer membrane lipoprotein OmlA 	26	33	401	859	802	888
"PSPTO_4510-ISPsy11, transposase OrfA "	2	0	0	7	8	3
"PSPTO_4511-ISPsy11, transposase OrfB "	2	4	1	7	6	4
PSPTO_4512-hypothetical protein 	0	3	1	12	27	9
PSPTO_4513-hypothetical protein 	0	0	12	18	12	9
PSPTO_4514-sodium-dependent transporter 	2	0	3	42	25	32
PSPTO_4515-SsrA-binding protein 	86	126	794	1607	1093	1480
PSPTO_4516-hypothetical protein 	190	440	1171	128	96	178
PSPTO_4517-hypothetical protein 	1	12	26	46	40	92
"PSPTO_4518-non-ribosomal peptide synthetase, initiating component "	4	6	50	89	132	168
"PSPTO_4519-non-ribosomal peptide synthetase, terminal component "	20	18	108	359	318	537
PSPTO_4520-methyltransferase domain protein 	2	24	34	76	65	50
PSPTO_4521-hypothetical protein 	0	0	4	29	38	35
PSPTO_4522-membrane protein 	1	3	35	126	157	178
PSPTO_4523-AsnC family transcriptional regulator 	70	92	259	558	444	548
PSPTO_4524-hypothetical protein 	4	19	33	122	79	84
PSPTO_4525-hypothetical protein 	0	0	1	3	10	9
PSPTO_4526-6-aminohexanoate-cyclic-dimer hydrolase 	1	0	19	14	17	42
PSPTO_4527-hypothetical protein 	0	10	39	12	16	11
PSPTO_4528-AraC family transcriptional regulator 	35	33	175	139	169	143
PSPTO_4529-hypothetical protein 	208	382	1368	3929	2548	3997
PSPTO_4530-catalase/peroxidase HPI  KatG	659	1219	2748	818	221	291
PSPTO_4531-methyl-accepting chemotaxis protein 	3	5	18	42	35	40
PSPTO_4532-hypothetical protein 	0	0	0	25	8	15
PSPTO_4533-sodium-proton antiporter NhaA 	1	4	25	37	49	32
PSPTO_4534-peptide ABC transporter substrate-binding protein 	15	84	232	104	103	140
PSPTO_4535-peptide ABC transporter ATP-binding protein 	3	13	44	57	92	113
PSPTO_4536-peptide ABC transporter ATP-binding protein 	7	39	52	55	59	105
PSPTO_4537-peptide ABC transporter permease 	0	7	11	4	7	16
PSPTO_4538-peptide ABC transporter permease 	1	3	10	15	34	47
"PSPTO_4539-LuxR family transcriptional regulator, autoinducer-regulated "	13	29	78	105	92	83
PSPTO_4540-proline iminopeptidase 	38	50	216	166	199	233
PSPTO_4541-methyl-accepting chemotaxis protein 	7	51	88	173	121	119
PSPTO_4542-GAF domain-containing protein 	112	258	912	1549	1415	1505
PSPTO_4543-GAF domain/GGDEF domain/EAL domain protein 	14	43	219	267	341	403
PSPTO_4544-membrane protein 	2	6	19	40	50	57
PSPTO_4545-hypothetical protein 	6	20	25	62	47	54
PSPTO_4546-hypothetical protein 	74	260	1063	182	234	172
PSPTO_4547-D-galactarate dehydratase 	14	85	223	268	222	289
"PSPTO_4548-MFS transporter, phthalate permease family "	2	21	21	27	14	36
PSPTO_4549-5-dehydro-4-deoxyglucarate dehydratase 	45	66	279	114	95	152
PSPTO_4550-GntR family transcriptional regulator 	51	87	351	576	548	706
PSPTO_4551-ABC transporter ATP-binding protein 	35	52	164	61	58	39
PSPTO_4552-hypothetical protein 	0	0	1	0	4	11
PSPTO_4553-DNA-binding response regulator 	20	18	109	231	93	214
PSPTO_4554-sensor histidine kinase 	4	9	29	153	132	240
PSPTO_4555-hypothetical protein 	29	92	303	515	192	446
PSPTO_4556-PhcA 	0	13	17	37	52	90
PSPTO_4557-peptide ABC transporter periplasmic peptide-binding protein 	39	50	206	407	290	253
"PSPTO_4558-dipeptide ABC transporter, periplasmic dipeptide-binding protein "	72	139	524	5494	4788	6222
PSPTO_4559-dipeptide ABC transporter substrate-binding protein 	1	10	53	1245	1103	1299
"PSPTO_4560-outer membrane porin, OprD family "	89	180	492	4632	2403	3542
PSPTO_4561-dipeptide ABC transporter substrate-binding protein 	18	82	205	645	473	699
PSPTO_4562-dipeptide ABC transporter permease 	5	4	36	848	321	583
PSPTO_4563-dipeptide ABC transporter permease 	5	8	28	303	201	229
PSPTO_4564-dipeptide ABC transporter ATP-binding protein 	18	54	175	993	781	1043
"PSPTO_4566-ISPsy5, Orf1 "	0	0	8	20	40	67
"PSPTO_4567-ISPsy5, transposase "	0	0	10	85	49	64
PSPTO_4569-iron-uptake factor 	0	4	19	98	57	89
PSPTO_4570-binary cytotoxin component 	6	6	23	32	48	34
PSPTO_4571-binary cytotoxin component 	0	0	2	9	11	16
"PSPTO_4572-pyridoxal-dependent decarboxylase, pyridoxal binding domain protein "	14	20	101	119	98	73
PSPTO_4573-hypothetical protein 	15	48	60	143	184	134
PSPTO_4574-hypothetical protein 	23	34	57	90	164	213
"PSPTO_4575-glycine betaine/choline OpuC ABC transporter, ATP-binding protein "	31	61	244	333	370	319
"PSPTO_4576-glycine betaine/choline OpuC ABC transporter, permease protein "	0	17	19	23	17	18
"PSPTO_4577-glycine betaine/choline OpuC ABC transporter, periplasmic substrate-binding protein "	6	34	63	71	32	52
"PSPTO_4578-glycine betaine/carnitine/choline ABC transporter, permease protein "	14	9	54	19	21	12
PSPTO_4579-peptide chain release factor 3 	14	41	206	581	484	527
PSPTO_4580-hypothetical protein 	3	9	8	23	28	28
PSPTO_4581-FKBP-type peptidyl-prolyl cis-trans isomerase 	14	22	74	225	199	254
PSPTO_4582-hypothetical protein 	9	15	60	65	65	71
PSPTO_4583-hypothetical protein 	8	4	28	59	34	34
PSPTO_4584-hypothetical protein 	5	18	70	43	48	69
PSPTO_4585-ATP-dependent protease 	34	79	263	413	359	335
PSPTO_4586-hypothetical protein 	2122	5049	10853	5545	2330	5387
PSPTO_4587-hypothetical protein 	16	22	144	370	317	315
PSPTO_4588-type III effector HopS2 	18	4	103	0	0	0
PSPTO_4589-type III chaperone ShcS2 	0	0	0	1	0	0
PSPTO_4590-type III effector HopT2 	0	0	0	0	0	0
PSPTO_4592-type III effector HopO1-3 	0	0	1	0	0	0
PSPTO_4593-type III effector HopT1-2 	1	0	0	0	0	0
PSPTO_4594-type III effector HopO1-2 	0	0	0	0	0	0
PSPTO_4595-hypothetical protein 	0	0	0	0	0	0
"PSPTO_4596-ISPssy, transposase "	0	0	0	0	0	0
PSPTO_4597-type III effector HopS1 	0	0	0	0	0	0
PSPTO_4599-type III chaperone ShcS1 	0	0	2	1	0	2
PSPTO_4600-lipoprotein 	4	11	50	27	39	43
PSPTO_4601-transcription elongation factor GreB 	1	5	19	43	51	72
PSPTO_4602-putative ABC transporter ATP-binding protein 	64	72	405	567	347	422
"PSPTO_4603-site-specific recombinase, phage integrase family "	27	58	180	118	95	125
"PSPTO_4604-site-specific recombinase, phage integrase family "	26	50	81	96	68	128
PSPTO_4605-hypothetical protein 	11	10	45	123	89	105
PSPTO_4606-hypothetical protein 	9	10	24	69	46	75
PSPTO_4607-hypothetical protein 	17	31	74	418	346	434
"PSPTO_4608-site-specific recombinase, phage integrase family "	2	1	30	126	65	102
PSPTO_4609-hypothetical protein 	1	10	16	49	32	55
PSPTO_4610-hypothetical protein 	29	29	107	585	399	379
PSPTO_4611-hypothetical protein 	36	72	204	330	225	174
PSPTO_4612-LysR family transcriptional regulator 	1	15	17	185	87	148
PSPTO_4613-C4-dicarboxylate transporter/malic acid transport protein 	21	44	114	111	110	93
PSPTO_4614-hypothetical protein 	0	15	15	29	17	37
PSPTO_4615-inorganic pyrophosphatase 	4	0	14	21	29	31
PSPTO_4616-enolase 	1	0	5	26	18	22
PSPTO_4617-hypothetical protein 	0	0	0	2	8	2
PSPTO_4618-hypothetical protein 	8	0	2	7	2	0
PSPTO_4619-voltage-gated chloride channel family protein 	1	10	80	47	40	25
PSPTO_4620-hypothetical protein 	0	4	15	10	9	3
PSPTO_4621-transporter 	11	12	37	23	14	27
PSPTO_4622-MerR family transcriptional regulator 	4	16	37	36	42	40
PSPTO_4623-hypothetical protein 	1	1	1	6	16	2
PSPTO_4624-methyl-accepting chemotaxis protein 	19	26	73	120	111	92
"PSPTO_4625-ISPsy4, transposase "	0	0	0	0	0	0
"PSPTO_4626-ISPsy4, transposition helper protein "	0	0	0	0	0	4
PSPTO_4627-hypothetical protein 	15	14	69	252	235	275
PSPTO_4628-hypothetical protein 	2	1	30	38	22	37
PSPTO_4629-hypothetical protein 	2	6	30	14	19	13
PSPTO_4630-PbsX family transcriptional regulator 	3	1	19	81	50	85
PSPTO_4631-sensory box/GGDEF domain/EAL domain-containing protein 	19	38	281	787	758	1109
PSPTO_4632-serine hydroxymethyltransferase 	197	370	1403	957	760	931
PSPTO_4633-hypothetical protein 	56	185	410	273	278	347
PSPTO_4634-N-acetylmuramoyl-L-alanine amidase 	24	15	35	141	65	129
PSPTO_4635-hypothetical protein 	7	2	7	71	67	85
PSPTO_4636-cobalamin synthesis protein/P47K family protein 	4	8	26	95	53	62
PSPTO_4637-hypothetical protein 	25	91	356	494	521	638
PSPTO_4638-carbon starvation protein CstA 	191	502	1551	2985	1578	1873
PSPTO_4639-hypothetical protein 	14	50	134	43	49	101
PSPTO_4640-DNA repair protein RadA 	37	118	304	675	582	715
PSPTO_4641-large conductance mechanosensitive channel protein 	75	178	653	596	368	466
PSPTO_4642-ferredoxin--NADP reductase 	9	42	117	222	180	219
"PSPTO_4643-ISPssy, transposase "	0	8	21	35	43	95
PSPTO_4644-LuxR family transcriptional regulator 	8	22	46	100	110	116
PSPTO_4645-methyltransferase 	5	20	98	321	435	354
PSPTO_4646-hypothetical protein 	3	12	91	35	32	48
PSPTO_4647-cyanide-insensitive terminal oxidase CioB 	10	19	87	60	38	94
PSPTO_4648-cyanide-insensitive terminal oxidase CioA 	3	29	61	39	32	24
PSPTO_4649-hypothetical protein 	0	0	2	0	3	5
PSPTO_4650-aldehyde oxidase and xanthine dehydrogenase family protein 	26	71	333	146	179	125
"PSPTO_4651-oxidoreductase, molybdopterin-binding subunit "	16	6	50	9	11	16
PSPTO_4652-iron-sulfur cluster-binding protein 	9	10	126	10	13	23
PSPTO_4653-xanthine/uracil permease family protein 	13	15	92	256	163	167
PSPTO_4654-tRNA (uracil-5-)-methyltransferase 	1	5	44	115	114	86
PSPTO_4656-membrane protein 	6	6	65	67	79	72
PSPTO_4657-zinc metallopeptidase 	30	82	312	412	489	540
PSPTO_4658-hypothetical protein 	44	79	269	627	604	752
PSPTO_4659-HAD-superfamily hydrolase 	5	0	55	39	79	78
PSPTO_4660-acyl-CoA thioesterase II 	12	37	91	71	56	65
PSPTO_4661-GNAT family acetyltransferase 	4	0	23	5	8	17
PSPTO_4662-histone deacetylase family protein 	18	15	121	178	164	219
PSPTO_4663-hypothetical protein 	1	1	5	39	42	46
PSPTO_4664-ATP-dependent RNA helicase rhlE 	18	81	124	267	192	241
PSPTO_4665-exonuclease 	8	35	87	159	147	159
PSPTO_4666-hypothetical protein 	12	13	129	194	267	232
PSPTO_4667-hypothetical protein 	27	70	325	820	1194	791
PSPTO_4668-membrane protein 	0	8	41	270	213	272
PSPTO_4669-endonuclease/exonuclease/phosphatase family protein 	25	48	171	211	145	271
PSPTO_4670-hypothetical protein 	0	11	46	32	37	22
PSPTO_4671-alkaline D-peptidase 	4	3	16	41	42	50
PSPTO_4672-hypothetical protein 	0	0	6	7	5	5
PSPTO_4673-hypothetical protein 	100	240	979	29	37	62
PSPTO_4674-hypothetical protein 	0	4	0	0	0	0
PSPTO_4675-Sir2 family transcriptional regulator 	0	3	12	40	55	82
PSPTO_4676-hypothetical protein 	0	0	0	26	9	14
PSPTO_4677-hypothetical protein 	2	13	24	78	45	70
"PSPTO_4680-coronafacic acid synthetase, ligase component "	17	31	195	201	132	147
"PSPTO_4681-coronafacic acid synthetase, acyl carrier protein component "	0	6	18	13	2	3
"PSPTO_4682-coronafacic acid synthetase, dehydratase component "	1	9	25	16	9	18
PSPTO_4683-coronafacic acid beta-ketoacyl synthetase component 	11	6	64	19	42	50
PSPTO_4684-coronafacic acid synthetase component 	5	14	24	37	30	54
"PSPTO_4685-coronafacic acid synthetase, ligase component "	8	17	55	27	27	38
PSPTO_4686-coronafacic acid polyketide synthase I 	62	139	647	640	642	813
PSPTO_4687-coronafacic acid polyketide synthetase II 	49	106	717	1044	1121	1176
PSPTO_4688-hypothetical protein 	2	2	57	136	123	184
PSPTO_4689-crotonyl-CoA reductase 	7	13	42	13	35	39
"PSPTO_4690-CFA synthetase, thioesterase component "	2	16	26	48	24	48
PSPTO_4691-type III effector HopAD1 	2	1	11	0	0	0
"PSPTO_4693-ISPsy5, transposase "	0	10	8	17	14	19
"PSPTO_4694-ISPsy5, Orf1 "	0	0	1	2	1	1
"PSPTO_4695-ISPsy13, transposase OrfA "	1	0	29	36	38	35
"PSPTO_4696-ISPsy13, transposase OrfB "	12	30	99	410	493	500
"PSPTO_4697-ISPs1, transposase OrfB "	3	0	11	23	10	26
"PSPTO_4699-non-ribosomal peptide synthetase, terminal component "	20	45	174	386	482	508
"PSPTO_4702-ISPssy, transposase "	0	0	1	7	3	0
PSPTO_4703-type III effector HopAQ1 	67	54	211	128	172	199
PSPTO_4704-DNA-binding response regulator CorR 	7	9	53	35	24	36
PSPTO_4705-sensor histidine kinase CorS 	1	20	96	125	135	202
PSPTO_4706-response regulator CorP 	1	2	29	47	40	62
PSPTO_4707-coronamic acid synthetase CmaD 	8	0	36	27	30	54
PSPTO_4708-coronamic acid synthetase CmaE 	3	12	46	46	49	28
PSPTO_4709-coronamic acid synthetase CmaA 	39	65	173	250	218	377
PSPTO_4710-coronamic acid synthetase CmaB 	36	85	263	101	75	162
PSPTO_4711-coronamic acid synthetase CmaC 	10	10	14	7	7	16
"PSPTO_4712-coronamic acid synthetase, thioesterase component "	3	3	23	28	55	52
PSPTO_4713-alanyl tRNA synthetase-related protein 	7	7	34	31	14	54
PSPTO_4714-cmaU protein 	21	82	145	224	196	328
PSPTO_4716-hypothetical protein 	0	0	0	4	9	13
PSPTO_4717-hypothetical protein 	0	0	0	5	2	4
PSPTO_4718-type III effector HopAA1-2 	0	1	0	0	0	0
PSPTO_4719-hypothetical protein 	0	0	0	0	0	0
PSPTO_4720-type III effector HopV1 	0	1	0	0	0	0
PSPTO_4721-type III chaperone ShcV 	1	0	1	0	1	0
PSPTO_4722-type III effector HopAO1 	3	1	7	0	0	0
PSPTO_4723-hypothetical protein 	3	3	1	0	1	5
PSPTO_4724-type III effector HopD 	0	0	2	0	0	0
"PSPTO_4725-IS52, transposase "	0	0	0	0	0	0
PSPTO_4727-type III effector HopG1 	0	0	0	0	0	0
PSPTO_4729-type III effector HopG1 	0	0	0	0	0	0
"PSPTO_4730-ISPsy4, transposase "	0	0	0	0	0	0
"PSPTO_4732-ISPsy4, transposase "	5	0	2	0	1	4
PSPTO_4733-hypothetical protein 	23	59	219	324	288	550
PSPTO_4734-hypothetical protein 	6	10	62	148	160	212
PSPTO_4735-ATP-dependent helicase HrpB 	109	190	966	2071	1938	2113
"PSPTO_4737-ISPsy5, transposase "	0	0	3	26	31	46
"PSPTO_4738-ISPsy5, Orf1 "	0	0	0	0	0	0
PSPTO_4741-hypothetical protein 	0	4	1	47	36	48
"PSPTO_4742-site-specific recombinase, phage integrase family "	0	9	23	234	116	176
PSPTO_4743-hypothetical protein 	0	5	12	234	112	140
"PSPTO_4744-site-specific recombinase, phage integrase family "	3	15	31	190	234	205
PSPTO_4745-ATP-dependent helicase HrpB 	0	6	13	79	170	132
PSPTO_4746-ATP-dependent helicase HrpB 	35	7	71	599	569	905
PSPTO_4747-hypothetical protein 	9	2	43	64	64	95
"PSPTO_4748-site-specific recombinase, phage integrase family "	19	38	104	251	223	289
PSPTO_4750-hypothetical protein 	0	2	4	46	26	57
PSPTO_4751-UvrD/REP helicase family protein 	47	58	317	856	843	1007
PSPTO_4752-hypothetical protein 	124	165	792	691	540	773
PSPTO_4753-hypothetical protein 	17	29	65	228	147	265
PSPTO_4754-hypothetical protein 	7	6	27	57	59	59
PSPTO_4755-hypothetical protein 	3	9	29	187	194	196
PSPTO_4756-hypothetical protein 	0	0	0	2	0	0
PSPTO_4757-hypothetical protein 	0	0	0	0	0	0
PSPTO_4758-hypothetical protein 	0	0	0	0	0	2
PSPTO_4759-hypothetical protein 	0	2	3	1	5	0
PSPTO_4760-DNA-binding protein 	15	27	134	367	390	403
PSPTO_4761-hypothetical protein 	55	108	280	991	819	1163
PSPTO_4762-von Willebrand factor type A domain-containing protein 	7	6	42	42	35	24
PSPTO_4763-hypothetical protein 	7	3	30	82	57	55
"PSPTO_4764-ISPsy5, transposase "	0	2	18	76	66	51
"PSPTO_4765-ISPsy5, Orf1 "	0	0	0	0	0	0
PSPTO_4766-hypothetical protein 	27	39	91	174	179	318
PSPTO_4767-pentapeptide repeat-containing protein 	0	0	2	18	19	0
"PSPTO_4768-ISPsy4, transposition helper protein "	0	0	2	0	0	2
"PSPTO_4769-ISPsy4, transposase "	0	8	14	60	62	80
PSPTO_4770-hypothetical protein 	28	127	330	591	838	1030
PSPTO_4771-hypothetical protein 	9	19	25	58	36	53
PSPTO_4772-hypothetical protein 	29	85	245	74	52	69
"PSPTO_4773-ATP-dependent helicase, N-terminal domain protein "	0	0	20	25	19	23
PSPTO_4774-membrane protein 	7	4	21	40	51	61
"PSPTO_4775-GntR family transcriptional regulator/aminotransferase, class I "	5	30	121	225	283	324
PSPTO_4776-type III effector HopI1 	2	2	38	0	0	0
PSPTO_4777-glutathione S-transferase family protein 	2	0	24	34	25	49
PSPTO_4778-endoribonuclease L-PSP family protein 	7	10	59	229	179	149
PSPTO_4779-hypothetical protein 	3	5	21	90	51	89
PSPTO_4780-hypothetical protein 	6	24	143	61	32	55
PSPTO_4781-hypothetical protein 	20	69	146	194	137	265
PSPTO_4782-D-galactose 1-dehydrogenase 	46	105	269	271	206	306
PSPTO_4784-D-galactose 1-dehydrogenase 	4	23	65	1801	1618	2602
PSPTO_4785-D-galactose 1-dehydrogenase 	0	0	3	26	41	45
PSPTO_4786-D-galactose 1-dehydrogenase 	1	12	17	512	565	744
PSPTO_4787-sensor histidine kinase 	5	4	0	198	145	294
PSPTO_4788-RNA 2'-phosphotransferase 	14	56	211	479	453	493
PSPTO_4789-hypothetical protein 	21	26	202	426	437	450
PSPTO_4790-cation efflux family protein 	1	3	72	144	108	101
PSPTO_4791-hypothetical protein 	61	111	646	683	820	928
"PSPTO_4792-ISPsy6, transposase "	0	0	0	0	0	0
"PSPTO_4793-ISPsy6, transposase "	23	46	167	229	159	274
PSPTO_4794-ribosomal large subunit pseudouridine synthase E 	2	0	22	51	33	74
PSPTO_4795-AMP nucleosidase 	38	60	388	544	498	527
PSPTO_4796-sensor histidine kinase 	30	104	276	185	224	265
PSPTO_4797-hypothetical protein 	8	0	29	49	99	54
PSPTO_4798-bifunctional hydroxy-methylpyrimidine kinase/ hydroxy-phosphomethylpyrimidine kinase 	26	99	266	387	369	528
PSPTO_4799-thiamine-phosphate pyrophosphorylase 	9	4	37	180	178	206
"PSPTO_4800-glutamate-1-semialdehyde-2,1-aminomutase "	30	49	337	479	334	436
PSPTO_4801-hypothetical protein 	21	52	101	49	71	104
PSPTO_4802-hypothetical protein 	31	29	148	256	303	428
PSPTO_4803-hypothetical protein 	6	22	48	255	131	124
PSPTO_4804-tRNA-i(6)A37 modification enzyme MiaB 	140	157	1071	3050	2409	3615
PSPTO_4805-PhoH-like protein 	180	541	1660	1712	1420	2599
PSPTO_4806-hypothetical protein 	37	96	221	337	323	580
PSPTO_4807-metal ion transporter 	28	39	148	246	177	286
PSPTO_4808-apolipoprotein N-acyltransferase 	6	17	56	298	379	339
PSPTO_4809-hypothetical protein 	0	0	19	45	27	43
PSPTO_4810-hypothetical protein 	3	2	6	2	0	3
PSPTO_4811-hypothetical protein 	0	0	0	0	0	3
PSPTO_4812-leucyl-tRNA synthetase 	87	176	683	2222	1726	2070
PSPTO_4813-lipoprotein 	26	69	188	742	590	762
PSPTO_4814-DNA polymerase III subunit delta 	0	12	35	244	292	306
PSPTO_4815-hypothetical protein 	0	6	36	37	22	112
PSPTO_4816-hypothetical protein 	0	4	59	121	71	117
PSPTO_4817-HopAJ2 protein 	63	161	620	530	461	657
PSPTO_4818-lipoic acid synthetase 	43	76	350	1117	1183	1300
PSPTO_4819-lipoate-protein ligase B 	5	18	97	228	282	251
PSPTO_4820-hypothetical protein 	9	23	111	104	132	133
PSPTO_4821-D-alanyl-D-alanine carboxypeptidase 	38	43	300	1227	744	812
"PSPTO_4822-lipoprotein, rlpA family "	32	38	262	749	743	984
PSPTO_4823-membrane-bound lytic murein transglycosylase B 	4	16	103	279	246	297
PSPTO_4824-rod-shape-determining protein RodA 	11	6	54	306	361	422
PSPTO_4825-penicillin-binding protein 	11	38	156	781	888	1047
PSPTO_4826-hypothetical protein 	4	14	29	138	85	152
PSPTO_4827-iojap-like protein 	2	2	22	108	51	65
PSPTO_4828-nicotinate (nicotinamide) nucleotide adenylyltransferase 	18	7	85	183	213	198
PSPTO_4829-gamma-glutamyl phosphate reductase 	15	42	195	406	371	458
PSPTO_4830-3-methyladenine DNA glycosylase 	33	64	132	244	207	302
PSPTO_4831-PAP2 superfamily protein/DedA family protein 	10	24	64	299	345	375
PSPTO_4832-hypothetical protein 	35	98	294	86	196	189
PSPTO_4833-sensory box histidine kinase 	6	19	33	101	122	150
PSPTO_4834-hypothetical protein 	4	9	29	80	70	80
PSPTO_4835-hypothetical protein 	0	5	14	7	7	5
"PSPTO_4836-DNA binding response regulator, LuxR family "	23	62	315	321	246	266
PSPTO_4837-response regulator 	14	79	225	466	837	809
PSPTO_4838-hypothetical protein 	1	1	17	92	139	220
PSPTO_4839-hypothetical protein 	121	269	973	527	475	675
PSPTO_4840-mutT/nudix family protein 	3	29	84	101	106	141
PSPTO_4841-translation initiation factor Sui1 	26	32	153	521	529	569
PSPTO_4842-biosynthetic arginine decarboxylase 	54	84	289	805	640	942
PSPTO_4843-esterase/lipase/thioesterase family protein 	47	125	356	211	208	297
PSPTO_4844-DNA-damage-inducible protein F 	0	1	17	74	60	74
PSPTO_4845-lipoprotein 	25	31	207	1226	1013	1217
PSPTO_4846-hypothetical protein 	1	0	28	50	68	62
PSPTO_4847-penicillin-binding protein 	4	11	52	255	259	366
PSPTO_4848-response regulator 	64	103	364	633	546	1079
PSPTO_4849-hypothetical protein 	31	50	168	166	156	207
PSPTO_4850-hypothetical protein 	51	83	426	218	154	184
PSPTO_4851-type II/III secretion system protein 	37	53	188	380	204	304
PSPTO_4852-hypothetical protein 	4	7	82	186	131	126
PSPTO_4853-type II/IV secretion system protein 	20	17	65	95	66	94
