	Pto_col_1	Pto_col_2	Pto_col_3	Pto_col_4	Pto_col_5	Pto_col_6	Pto_col_7	Pto_col_8	Pto_col_9	Pto_col_10	Pto_col_11	Pto_col_12	Pto_col_13	Pto_vitro_1	Pto_vitro_2
PSPTO_4807-metal ion transporter 	261	528	324	549	262	494	163	184	218	180	458	132	116	288	224
PSPTO_4808-apolipoprotein N-acyltransferase 	273	458	165	229	212	512	28	99	195	240	342	140	163	374	234
PSPTO_4809-hypothetical protein 	5	34	6	7	20	13	3	5	10	34	26	10	10	33	22
PSPTO_4810-hypothetical protein 	0	0	9	13	1	0	0	0	7	5	14	1	6	0	2
PSPTO_4811-hypothetical protein 	0	5	0	7	4	0	0	0	0	0	0	2	0	0	0
PSPTO_4812-leucyl-tRNA synthetase 	2653	4803	2409	2873	2251	3944	1026	1649	2361	3059	3996	1383	1436	2197	1381
PSPTO_4813-lipoprotein 	784	1771	650	1378	644	1391	354	392	577	943	1272	571	563	780	444
PSPTO_4814-DNA polymerase III subunit delta 	190	422	196	308	187	406	160	204	146	232	315	123	173	257	211
PSPTO_4815-hypothetical protein 	64	130	47	60	78	168	61	59	95	107	43	68	35	96	28
PSPTO_4816-hypothetical protein 	58	45	33	46	47	94	21	32	39	42	89	20	33	101	48
PSPTO_4817-HopAJ2 protein 	673	1216	474	667	539	953	177	352	556	669	876	392	418	486	309
PSPTO_4818-lipoic acid synthetase 	800	1254	842	1038	831	1383	492	664	505	889	1212	587	635	1007	758
PSPTO_4819-lipoate-protein ligase B 	121	219	117	182	98	229	36	46	120	181	210	60	113	173	118
PSPTO_4820-hypothetical protein 	239	523	326	385	288	433	53	123	181	295	396	154	157	64	73
PSPTO_4821-D-alanyl-D-alanine carboxypeptidase 	1276	2210	1082	1225	1063	2090	466	539	887	1021	1750	701	688	916	517
"PSPTO_4822-lipoprotein, rlpA family "	663	1204	508	695	546	1069	268	460	562	720	1119	374	390	661	569
PSPTO_4823-membrane-bound lytic murein transglycosylase B 	353	449	192	364	204	411	91	154	205	306	341	128	194	310	152
PSPTO_4824-rod-shape-determining protein RodA 	207	392	115	147	210	358	60	87	116	152	239	105	177	265	205
PSPTO_4825-penicillin-binding protein 	637	1396	457	718	589	1163	178	308	474	653	890	428	459	604	489
PSPTO_4826-hypothetical protein 	159	379	109	232	118	262	47	68	108	200	225	106	111	135	65
PSPTO_4827-iojap-like protein 	43	130	45	104	45	120	25	40	34	67	67	26	32	72	84
PSPTO_4828-nicotinate (nicotinamide) nucleotide adenylyltransferase 	207	368	157	321	127	225	35	128	130	147	274	162	201	107	121
PSPTO_4829-gamma-glutamyl phosphate reductase 	434	823	425	450	359	676	94	321	351	452	632	307	270	403	288
PSPTO_4830-3-methyladenine DNA glycosylase 	139	134	153	75	83	150	49	106	115	246	158	94	83	263	103
PSPTO_4831-PAP2 superfamily protein/DedA family protein 	91	116	56	123	80	135	46	99	54	95	147	69	51	256	171
PSPTO_4832-hypothetical protein 	64	66	36	98	52	40	14	10	42	62	68	22	32	81	62
PSPTO_4833-sensory box histidine kinase 	22	20	22	65	24	43	6	12	15	31	36	34	18	111	76
PSPTO_4834-hypothetical protein 	7	17	9	22	14	14	5	11	6	11	13	7	5	57	63
PSPTO_4835-hypothetical protein 	5	0	0	0	0	0	0	0	4	3	1	2	3	10	4
"PSPTO_4836-DNA binding response regulator, LuxR family "	30	67	37	56	26	45	6	16	22	68	36	7	37	217	122
PSPTO_4837-response regulator 	78	36	77	134	58	117	42	35	55	137	125	33	70	384	267
PSPTO_4838-hypothetical protein 	3	19	13	1	10	10	4	13	4	9	21	3	7	66	24
PSPTO_4839-hypothetical protein 	389	531	196	583	264	487	137	225	196	395	541	161	244	611	367
PSPTO_4840-mutT/nudix family protein 	45	115	56	134	57	97	26	45	67	68	84	66	21	148	96
PSPTO_4841-translation initiation factor Sui1 	666	376	352	356	307	557	132	259	349	430	504	252	295	803	603
PSPTO_4842-biosynthetic arginine decarboxylase 	1278	1619	1021	1515	1095	1776	323	667	1028	1347	1589	704	687	860	692
PSPTO_4843-esterase/lipase/thioesterase family protein 	302	363	138	301	245	388	39	147	162	250	376	148	188	363	234
PSPTO_4844-DNA-damage-inducible protein F 	23	82	38	42	28	53	7	11	20	32	28	22	28	43	43
PSPTO_4845-lipoprotein 	534	843	389	527	464	848	207	358	540	764	873	385	381	983	675
PSPTO_4846-hypothetical protein 	32	28	13	28	35	41	26	32	14	9	61	13	15	75	26
PSPTO_4847-penicillin-binding protein 	37	195	64	53	76	154	17	42	56	58	128	60	49	245	119
PSPTO_4848-response regulator 	316	427	228	435	322	531	230	277	237	297	438	189	192	797	540
PSPTO_4849-hypothetical protein 	45	60	38	81	51	82	18	12	13	31	15	34	46	119	80
PSPTO_4850-hypothetical protein 	37	58	19	104	25	40	6	10	28	41	70	27	29	103	61
PSPTO_4851-type II/III secretion system protein 	48	78	15	77	37	32	8	18	25	52	81	43	36	199	159
PSPTO_4852-hypothetical protein 	12	38	9	70	7	20	13	10	18	19	23	10	22	57	53
PSPTO_4853-type II/IV secretion system protein 	24	26	34	56	36	31	3	6	19	15	33	13	8	28	26
PSPTO_4854-hypothetical protein 	2	0	4	15	0	3	0	1	4	10	5	0	0	6	8
PSPTO_4855-membrane protein 	7	1	4	26	17	9	5	16	6	10	13	7	5	44	25
PSPTO_4856-TPR domain-containing protein 	35	88	30	56	36	49	14	14	35	46	27	38	21	119	100
PSPTO_4857-hypothetical protein 	64	27	21	97	27	46	10	33	35	38	35	39	46	178	169
PSPTO_4858-thiol:disulfide interchange protein DsbD 	119	234	93	171	159	281	69	162	113	185	235	94	164	407	194
PSPTO_4859-3-dehydroquinate dehydratase 	605	733	481	1044	467	850	284	698	480	548	729	228	287	521	264
"PSPTO_4860-acetyl-CoA carboxylase, biotin carboxyl carrier protein "	529	1047	742	1941	542	853	483	846	536	573	653	187	167	303	161
"PSPTO_4861-acetyl-CoA carboxylase, biotin carboxylase "	880	1348	1031	1086	941	1582	782	692	724	1120	1286	317	394	263	206
PSPTO_4862-ribosomal protein L11 methyltransferase 	1010	1289	876	1012	689	1211	279	549	900	1151	1214	556	499	839	609
PSPTO_4863-hypothetical protein 	211	338	159	328	184	320	96	198	141	315	272	85	107	346	199
PSPTO_4864-hypothetical protein 	624	1028	507	524	683	1036	152	319	541	755	1027	550	636	919	420
PSPTO_4865-global DNA-binding transcriptional dual regulator Fis 	100	90	90	54	112	140	19	30	83	67	84	43	38	41	33
PSPTO_4866-phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase 	3673	4331	2248	2923	2617	4676	959	2141	2675	3300	4362	1915	1890	894	539
PSPTO_4867-phosphoribosylamine--glycine ligase 	339	680	285	431	347	611	156	220	347	460	515	175	251	160	108
PSPTO_4868-sensor histidine kinase/response regulator RetS 	1694	2673	887	1225	1222	2249	346	959	993	1473	1979	1165	1409	2133	1319
"PSPTO_4869-membrane protein, MarC family "	22	109	45	20	52	77	24	22	30	44	44	25	24	42	42
PSPTO_4870-hypothetical protein 	3	2	0	0	7	2	1	0	2	3	5	1	0	11	1
PSPTO_4871-hypothetical protein 	0	29	3	12	1	19	1	3	11	3	5	5	19	7	3
PSPTO_4872-hypothetical protein 	11	7	2	24	12	23	1	12	7	7	24	7	11	13	2
PSPTO_4873-hypothetical protein 	25	55	15	12	15	30	5	5	15	14	20	23	22	40	2
PSPTO_4874-CbiG protein/precorrin-3B C17-methyltransferase 	185	443	110	312	268	353	66	119	184	209	298	138	117	231	193
PSPTO_4875-precorrin-2 C(20)-methyltransferase 	118	216	81	189	96	152	38	90	71	109	118	79	42	71	59
PSPTO_4876-precorrin-8X methylmutase 	133	389	139	233	89	215	30	39	119	126	211	76	79	79	73
PSPTO_4877-cobalamin biosynthesis protein CobG 	257	624	296	321	276	486	50	135	200	253	506	159	268	254	188
"PSPTO_4878-precorrin-6Y C5,15-methyltransferase "	41	71	47	77	66	91	15	40	54	41	91	40	51	72	86
PSPTO_4879-cobalamin biosynthesis protein CbiD 	23	82	39	73	44	65	21	45	26	56	121	12	15	59	49
PSPTO_4880-cobalt-precorrin-6x reductase 	78	125	67	96	53	89	15	26	64	53	94	44	60	126	68
PSPTO_4881-hypothetical protein 	44	65	36	45	35	91	15	25	55	45	44	6	15	81	36
PSPTO_4882-hypothetical protein 	156	302	140	217	170	292	35	103	97	204	227	93	68	209	116
PSPTO_4883-membrane protein 	1109	2125	1065	1617	792	1510	309	612	761	1021	1352	579	598	207	107
PSPTO_4884-hypothetical protein 	127	178	52	114	70	127	40	60	119	129	122	78	81	140	177
PSPTO_4885-branched-chain amino acid ABC transporter substrate-binding protein 	108	104	103	215	48	96	33	57	44	33	113	35	45	39	38
PSPTO_4886-branched-chain amino acid ABC transporter permease 	27	14	18	46	12	15	9	5	10	10	24	8	18	35	15
PSPTO_4887-branched-chain amino acid ABC transporter permease 	31	23	6	30	26	18	12	3	9	31	23	13	18	15	17
PSPTO_4888-branched-chain amino acid ABC transporter ATP-binding protein 	15	7	40	63	7	24	0	12	5	7	22	7	10	2	14
PSPTO_4889-branched-chain amino acid ABC transporter ATP-binding protein 	31	23	16	32	14	31	6	39	13	37	28	7	7	39	28
PSPTO_4890-urease accessory protein UreD 	54	113	44	45	44	93	22	47	49	85	97	21	15	95	60
PSPTO_4891-urease subunit gamma 	43	52	39	125	37	114	10	22	45	60	70	41	40	42	67
PSPTO_4892-phosphinothricin N-acetyltransferase 	36	88	54	83	38	55	8	56	55	77	97	18	38	57	39
PSPTO_4893-tabtoxin resistance protein 	79	68	51	93	49	100	17	30	81	77	111	37	50	52	24
PSPTO_4894-urease subunit beta 	15	24	44	4	19	45	2	6	18	38	17	16	19	48	48
PSPTO_4895-urease subunit alpha 	611	1127	561	897	561	918	304	347	585	712	966	338	343	383	289
PSPTO_4896-sensor histidine kinase 	424	585	261	484	408	650	223	454	451	572	616	306	375	985	541
PSPTO_4897-curved-DNA-binding protein 	97	160	85	118	86	142	36	60	100	170	196	78	105	189	209
PSPTO_4898-heat shock protein YegD 	797	852	543	644	681	997	295	485	674	989	914	389	375	246	188
PSPTO_4899-membrane protein 	64	54	36	64	48	81	18	24	40	86	107	36	37	112	70
PSPTO_4900-phosphate starvation-inducible protein PsiF 	5	13	10	27	12	11	6	11	6	7	13	3	18	52	23
PSPTO_4901-membrane protein 	34	101	24	9	44	86	36	34	45	68	42	48	23	52	43
PSPTO_4902-hypothetical protein 	6	62	9	37	17	21	1	13	9	1	26	9	5	68	22
PSPTO_4903-DNA-binding transcriptional activator OsmE 	156	137	69	383	116	193	59	109	83	120	252	92	146	1289	996
"PSPTO_4905-ISPsy11, transposase OrfA "	22	41	3	32	14	12	1	4	28	42	23	18	15	81	24
PSPTO_4906-bacterioferritin 	198	190	166	767	139	215	132	105	106	95	139	116	158	666	313
PSPTO_4907-hypothetical protein 	262	396	196	281	181	319	105	144	148	259	347	128	194	338	256
PSPTO_4908-TetR family transcriptional regulator 	656	1020	307	352	430	805	179	299	442	663	773	423	439	793	524
PSPTO_4909-urease accessory protein UreE 	28	89	4	57	26	42	3	13	9	14	21	20	19	20	31
PSPTO_4910-urease accessory protein UreF 	91	133	77	105	50	80	37	50	29	48	98	24	36	91	72
PSPTO_4911-urease accessory protein UreG 	83	78	32	100	50	72	33	14	26	25	54	18	19	43	39
PSPTO_4912-urease accessory protein 	31	10	13	20	47	52	1	3	8	16	40	7	24	20	10
PSPTO_4913-hypothetical protein 	915	1291	741	783	792	1379	287	704	891	1083	1620	526	572	940	733
PSPTO_4914-short chain dehydrogenase/reductase family oxidoreductase 	353	599	194	411	309	590	90	255	296	441	594	333	278	373	386
PSPTO_4915-high affinity branched-chain amino acid ABC transporter ATP-binding protein 	23	33	5	19	9	26	7	5	15	12	15	9	7	145	78
PSPTO_4916-high affinity branched-chain amino acid ABC transporter ATP-binding protein 	20	32	26	65	22	46	9	17	18	10	29	11	16	69	26
"PSPTO_4917-high-affinity branched-chain amino acid ABC transporter, permease protein BraE "	20	51	1	25	19	17	7	9	24	11	33	18	32	76	28
"PSPTO_4918-high-affinity branched-chain amino acid ABC transporter, permease protein BraD "	70	10	34	31	25	48	12	25	42	23	51	29	28	90	34
PSPTO_4919-high affinity branched-chain amino acid ABC transporter periplasmic amino acid-binding protein 	36	50	29	26	19	51	13	27	26	34	57	21	47	109	37
PSPTO_4920-LysR family transcriptional regulator 	95	130	94	55	71	211	37	57	117	106	158	72	87	166	92
PSPTO_4921-nicotinate phosphoribosyltransferase 	658	885	399	730	498	793	157	353	528	732	842	456	442	457	418
PSPTO_4922-NH(3)-dependent NAD(+) synthetase 	133	293	173	285	168	328	65	130	231	331	341	75	102	153	134
PSPTO_4923-azurin 	1400	2601	830	1336	1395	2409	716	1022	1351	1813	2601	791	1026	948	771
PSPTO_4924-transglutaminase-like domain protein 	16	33	18	28	36	40	18	23	26	24	41	5	23	21	14
PSPTO_4925-hypothetical protein 	226	422	175	261	208	323	55	147	202	291	352	165	203	153	168
PSPTO_4926-transglutaminase-like superfamily domain protein 	559	659	321	664	445	769	156	282	442	699	754	282	304	372	210
PSPTO_4927-hypothetical protein 	64	46	28	40	44	82	10	39	47	75	67	24	40	97	38
PSPTO_4928-hypothetical protein 	1694	2727	1893	3008	1780	2988	1084	1557	1723	1760	3075	829	967	694	377
PSPTO_4929-replicative DNA helicase 	387	608	353	659	277	554	134	234	346	407	505	177	211	454	249
PSPTO_4930-50S ribosomal protein L9 	2805	5573	2963	5530	2292	3856	2105	1717	1773	2797	4035	1477	1680	869	547
PSPTO_4931-membrane protein 	1928	1347	1110	1797	1143	2127	217	636	1186	1469	1953	527	606	398	132
PSPTO_4932-30S ribosomal protein S18 	499	847	639	442	519	988	172	159	593	600	771	219	260	185	118
PSPTO_4933-30S ribosomal protein S6 	5566	7490	5373	5470	4708	8062	2771	2807	4288	5203	7416	2660	2910	4100	2177
PSPTO_4934-TrmH family RNA methyltransferase 	263	252	121	154	146	304	42	76	106	121	221	63	65	105	97
PSPTO_4935-ribonuclease R 	2425	3392	2087	3235	1801	3634	680	1098	1594	1934	3113	1086	1241	1423	903
PSPTO_4936-ribonuclease R 	35	60	25	71	55	80	12	27	21	38	79	40	81	122	121
PSPTO_4937-adenylosuccinate synthetase 	537	741	354	379	471	739	312	503	362	591	834	279	275	477	278
PSPTO_4938-ATP phosphoribosyltransferase regulatory subunit 	392	532	271	340	248	558	88	172	269	349	412	245	231	360	283
PSPTO_4939-hflC protein 	242	612	258	427	272	494	77	147	186	208	424	249	218	286	210
PSPTO_4940-hflK protein 	701	1227	670	1250	629	1019	204	351	488	587	862	335	416	748	263
PSPTO_4941-GTP-binding protein HflX 	1969	4479	1829	2962	2234	3541	1286	1739	1504	2477	3481	1267	1483	2604	2965
PSPTO_4942-hfq protein 	2793	3420	2129	1753	3069	4017	1121	1134	3184	5115	4415	1578	2000	4313	3768
PSPTO_4943-tRNA delta(2)-isopentenylpyrophosphate transferase 	817	585	276	348	539	1094	116	356	470	664	687	363	360	562	271
PSPTO_4944-DNA mismatch repair protein MutL 	774	1325	509	659	544	1220	155	411	643	878	1071	583	591	1019	668
PSPTO_4945-N-acetylmuramoyl-L-alanine amidase family protein 	474	846	452	569	484	768	122	221	439	729	753	415	495	655	413
PSPTO_4946-hypothetical protein 	22	22	15	30	20	34	4	5	9	43	60	10	11	10	13
PSPTO_4947-hypothetical protein 	122	191	90	86	93	133	40	62	135	119	142	72	84	84	63
PSPTO_4948-iron-sulfur cluster-binding protein 	76	55	54	81	44	78	18	27	49	62	110	48	68	132	59
PSPTO_4949-membrane protein 	122	157	101	71	116	220	39	85	83	127	178	90	121	98	87
PSPTO_4950-oligoribonuclease 	515	610	372	499	596	866	211	427	424	863	1202	413	498	721	465
PSPTO_4951-hypothetical protein 	257	467	232	213	222	355	41	145	210	209	344	147	145	190	120
PSPTO_4952-flagellar motor protein MotB 	35	141	69	156	73	140	31	56	51	114	104	28	43	181	156
PSPTO_4953-flagellar motor protein MotA 	235	476	212	411	222	328	60	108	262	241	459	150	169	441	267
PSPTO_4954-hypothetical protein 	275	499	269	409	242	442	111	182	286	369	436	118	172	482	343
PSPTO_4955-bifunctional thiosulfate sulfurtransferase/phosphatidylserine decarboxylase 	684	1067	511	897	723	1102	311	536	676	1050	977	366	442	514	369
PSPTO_4956-hypothetical protein 	1117	1591	1000	1348	933	1713	272	501	1050	1428	1843	721	715	1358	948
PSPTO_4957-ACT domain protein/phosphoserine phosphatase SerB 	247	271	196	242	173	298	29	112	161	342	380	143	155	186	92
PSPTO_4958-HAMP domain protein 	640	933	505	460	580	1007	178	374	392	583	847	394	378	1094	763
PSPTO_4959-lipoprotein 	290	745	335	338	348	648	59	211	334	495	555	228	278	1407	855
PSPTO_4960-DNA topoisomerase IV subunit A 	258	546	312	465	275	471	134	187	260	283	412	161	209	277	194
PSPTO_4961-hypothetical protein 	25	88	36	110	52	97	10	38	48	53	54	59	48	63	62
PSPTO_4962-hypothetical protein 	143	325	72	166	109	209	12	35	70	181	146	97	123	177	120
PSPTO_4963-DNA topoisomerase IV subunit B 	463	776	446	699	452	757	177	342	438	639	610	216	231	348	203
PSPTO_4964-hypothetical protein 	719	1064	546	486	505	871	56	162	586	923	882	346	490	252	184
PSPTO_4965-Ser/Thr protein phosphatase 	84	76	61	143	79	107	29	55	76	102	142	56	77	103	43
PSPTO_4966-hypothetical protein 	54	65	15	36	39	75	6	17	37	73	67	33	60	84	37
PSPTO_4967-hypothetical protein 	6	0	0	0	1	4	0	1	2	0	4	2	1	4	2
PSPTO_4968-hypothetical protein 	2	0	0	6	0	3	1	1	3	8	0	1	1	7	6
PSPTO_4969-hypothetical protein 	88	100	59	33	35	106	34	28	52	70	102	81	56	201	131
PSPTO_4970-YD repeat protein 	79	185	121	124	86	122	55	86	95	146	148	83	80	345	218
"PSPTO_4971-ISPssy, transposase "	19	55	21	34	26	38	10	17	21	42	38	15	14	41	43
PSPTO_4972-hypothetical protein 	108	262	113	203	124	251	65	148	112	277	212	65	94	142	79
PSPTO_4973-mutT/nudix family protein 	236	303	167	241	218	326	95	139	222	339	376	127	183	416	267
PSPTO_4974-lipoprotein 	603	736	273	311	430	763	122	287	317	440	912	395	382	1519	822
PSPTO_4975-cytosine/purines uracil thiamine allantoin permease 	288	458	236	317	224	318	58	117	145	250	343	143	139	123	101
PSPTO_4976-thiamin biosynthesis protein ThiC 	2378	2421	1248	1876	1330	2106	389	809	1207	1673	1971	884	792	656	320
PSPTO_4977-thiamin biosynthesis protein ThiC 	1314	1709	816	1057	851	1426	365	816	1291	1570	1709	520	567	950	573
PSPTO_4978-thiamin biosynthesis protein ThiC 	176	382	132	265	197	297	55	141	124	237	293	85	147	273	151
PSPTO_4979-thiamin biosynthesis protein ThiC 	73	39	28	49	79	128	17	38	45	73	108	78	59	72	30
PSPTO_4980-thiamin biosynthesis protein ThiC 	635	876	478	675	507	923	122	311	507	660	1007	460	570	660	425
PSPTO_4981-thiamin biosynthesis protein ThiC 	263	358	169	171	172	309	61	209	171	321	421	143	179	224	158
PSPTO_4982-thiamin biosynthesis protein ThiC 	139	276	176	186	156	267	74	127	118	243	268	131	113	197	158
PSPTO_4983-thiamin biosynthesis protein ThiC 	406	832	428	648	401	676	140	334	335	402	572	227	312	248	204
"PSPTO_4984-lipid A ABC transporter, ATP-binding/permease protein "	359	438	335	377	349	522	153	216	204	331	393	262	285	847	516
PSPTO_4985-toluene tolerance protein 	217	272	205	234	153	286	60	136	219	235	281	122	123	167	73
PSPTO_4986-membrane protein 	234	348	169	181	203	307	35	49	85	181	324	152	123	119	89
PSPTO_4987-hypothetical protein 	183	205	122	162	164	180	27	71	117	203	241	99	107	197	95
PSPTO_4988-hypothetical protein 	735	1376	462	798	487	881	144	337	471	719	812	477	416	645	320
PSPTO_4989-hypothetical protein 	575	1020	327	476	356	656	69	171	254	476	591	313	382	495	331
PSPTO_4990-hypothetical protein 	78	169	78	96	86	148	37	62	83	92	117	43	81	130	94
PSPTO_4991-glycoside hydrolase family protein 	167	224	183	255	115	212	48	86	86	111	273	77	76	85	97
PSPTO_4992-carbamoyltransferase family protein 	1995	2346	1363	1311	1308	2526	516	1021	1393	1693	2386	994	1025	871	504
PSPTO_4993-hypothetical protein 	14	14	21	13	16	30	11	7	20	36	50	15	18	28	31
"PSPTO_4994-ISPsy5, transposase "	10	0	0	11	8	19	2	2	10	12	12	5	17	11	14
"PSPTO_4995-ISPsy5, Orf1 "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSPTO_4996-hypothetical protein 	39	135	57	83	48	100	22	52	37	71	135	45	28	107	76
PSPTO_4997-hypothetical protein 	183	270	177	170	150	321	58	94	136	117	279	117	147	191	241
PSPTO_4998-lipopolysaccharide biosynthesis protein 	105	280	163	143	83	212	62	73	83	154	170	73	88	82	105
PSPTO_4999-lipopolysaccharide core biosynthesis protein 	330	545	234	422	266	437	94	238	271	397	361	228	330	370	234
PSPTO_5000-lipopolysaccharide core biosynthesis protein WaaP 	213	385	192	337	209	292	157	138	236	297	403	167	213	248	207
PSPTO_5001-lipopolysaccharide core biosynthesis protein WaaG 	191	226	95	217	153	261	50	116	176	254	242	95	92	65	71
PSPTO_5002-lipopolysaccharide heptosyltransferase 	235	443	145	258	108	236	48	97	117	161	281	80	123	93	62
PSPTO_5003-ADP-heptose--LPS heptosyltransferase II 	212	364	181	260	193	338	65	110	187	216	331	147	175	164	119
PSPTO_5004-glutamate-ammonia-ligase adenylyltransferase 	468	776	291	488	338	591	115	266	324	449	551	259	305	505	394
"PSPTO_5005-pyruvate dehydrogenase, E1 component "	12433	18922	11317	17991	9491	16137	7596	10440	9924	13265	15933	5360	5231	7379	5034
"PSPTO_5006-pyruvate dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase "	2544	4876	2732	4908	2537	4396	1285	1991	2140	2922	4448	1217	1128	1069	595
PSPTO_5007-ATP-independent RNA helicase DbpA 	1239	1500	699	584	765	1548	241	349	800	867	1329	692	508	432	223
PSPTO_5008-hypothetical protein 	299	720	242	403	311	577	124	233	240	277	538	215	205	500	364
PSPTO_5009-membrane protein 	235	280	196	211	230	301	79	134	249	279	420	165	177	462	223
"PSPTO_5010-amino acid ABC transporter, periplasmic amino acid-binding protein "	14	39	5	42	19	31	7	11	8	21	52	13	19	42	20
PSPTO_5011-GNAT family acetyltransferase 	324	587	220	290	280	521	91	173	312	474	565	351	313	601	393
PSPTO_5012-hypothetical protein 	72	244	38	28	52	105	28	19	61	61	93	38	57	67	86
PSPTO_5013-hypothetical protein 	213	252	132	141	178	291	92	108	145	212	339	233	295	256	144
PSPTO_5014-response regulator/sensory box/GGDEF domain/EAL domain protein 	107	147	81	136	84	124	24	35	73	99	136	66	70	142	76
PSPTO_5015-lyase 	1419	3538	1387	1298	1784	2638	700	944	1212	1605	2529	885	1000	865	431
PSPTO_5016-proline permease 	439	810	446	684	461	791	257	409	559	790	1089	367	335	1548	643
PSPTO_5017-bifunctional putA protein 	1674	4479	1561	2104	1753	3525	855	1567	2600	3279	4235	1216	1205	4314	3963
"PSPTO_5018-ISPsy9, transposase OrfB "	28	27	15	23	64	37	21	17	31	56	38	14	28	60	35
"PSPTO_5019-ISPsy9, transposase OrfA "	22	19	6	19	27	17	4	7	12	29	38	21	17	26	26
PSPTO_5020-acyl-CoA dehydrogenase family protein 	82	84	100	160	75	140	29	68	77	112	136	39	47	138	123
PSPTO_5021-hypothetical protein 	39	26	40	26	43	59	12	25	19	42	123	56	44	78	37
PSPTO_5022-hypothetical protein 	58	50	16	33	61	86	12	27	72	107	77	61	49	130	64
PSPTO_5023-sodium/hydrogen exchanger family protein 	146	259	171	197	231	287	123	159	153	284	268	97	134	342	236
PSPTO_5024-hypothetical protein 	2036	3938	1385	2370	1914	3567	664	1247	1594	2127	3457	1493	1618	2591	1948
PSPTO_5025-hypothetical protein 	18	13	5	26	15	15	6	17	20	14	25	13	18	85	45
PSPTO_5026-hypothetical protein 	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0
PSPTO_5027-GntR family transcriptional regulator 	62	53	51	52	35	79	12	23	56	114	112	34	43	129	101
PSPTO_5028-hypothetical protein 	116	191	131	168	100	228	53	77	125	102	171	113	59	250	172
PSPTO_5029-hypothetical protein 	26	34	16	36	14	41	19	30	5	19	19	12	16	35	24
PSPTO_5030-sensor histidine kinase/response regulator 	471	1062	596	747	497	920	155	340	412	546	970	422	477	840	611
PSPTO_5031-type IV pilus biogenesis protein PilJ 	267	706	318	408	347	541	87	189	282	506	588	215	249	583	381
PSPTO_5032-type IV pilus protein PilI 	19	30	18	37	33	52	16	21	29	25	20	20	14	24	20
PSPTO_5033-type IV pilus response regulator PilH 	31	36	8	40	23	45	27	14	38	30	37	15	8	47	19
PSPTO_5034-type IV pilus response regulator PilG 	1173	2028	865	1018	1141	1822	636	903	1252	1818	2125	892	1173	2065	1200
PSPTO_5035-glutathione synthetase 	312	564	321	506	341	609	152	339	323	442	695	222	248	352	349
PSPTO_5036-tonB domain protein 	395	672	280	393	425	624	83	221	365	460	722	311	324	498	208
PSPTO_5037-hypothetical protein 	474	815	418	362	328	754	167	282	376	480	722	380	461	633	541
PSPTO_5038-hypothetical protein 	326	460	308	316	264	455	172	283	230	361	394	200	233	561	476
PSPTO_5039-pyrimidine operon regulatory protein PyrR 	449	445	412	938	234	464	89	236	309	375	431	155	135	354	229
PSPTO_5040-aspartate carbamoyltransferase 	545	1177	541	850	487	768	181	418	531	722	990	298	315	458	373
"PSPTO_5041-dihydroorotase, multifunctional complex type "	221	528	249	361	227	470	94	243	221	306	442	168	145	258	250
PSPTO_5043-hypothetical protein 	243	455	258	389	364	533	112	309	294	492	550	231	289	690	444
PSPTO_5044-NLP/P60 family protein 	481	440	409	293	395	753	237	245	288	331	533	249	173	259	105
PSPTO_5045-twitching motility protein 	79	227	77	136	83	178	27	94	72	119	137	71	132	172	146
PSPTO_5046-hypothetical protein 	148	236	148	165	143	182	60	88	194	321	299	107	123	209	141
PSPTO_5047-pyrroline-5-carboxylate reductase 	364	450	202	427	257	504	69	205	299	523	631	228	271	280	304
PSPTO_5048-hypothetical protein 	183	349	213	230	205	352	97	160	207	338	417	168	121	279	321
PSPTO_5049-homoserine O-acetyltransferase 	614	795	473	475	508	853	164	508	697	865	1054	423	378	480	345
PSPTO_5050-metW protein 	1643	2936	901	1442	988	1832	532	1010	1506	2299	2153	1352	1267	1261	1178
PSPTO_5051-Ham1 protein 	157	306	158	201	107	272	20	110	157	251	368	108	125	311	261
PSPTO_5052-HemN family oxidoreductase 	370	426	202	467	291	515	70	220	259	397	481	260	300	353	185
PSPTO_5053-hypothetical protein 	64	179	46	149	73	154	42	37	42	86	92	46	38	178	155
PSPTO_5054-hypothetical protein 	14	48	21	42	20	51	24	40	37	48	19	10	16	81	58
PSPTO_5055-hypothetical protein 	48	53	27	57	35	58	12	7	47	52	69	26	32	73	43
PSPTO_5057-dihydroxy-acid dehydratase 	867	1218	959	1333	773	1339	539	857	713	1000	991	292	393	1219	921
PSPTO_5058-class I and II aminotransferase 	839	1151	737	850	665	1097	323	580	1213	1533	1742	358	438	716	471
PSPTO_5059-hypothetical protein 	8	0	0	2	3	6	0	2	3	1	0	0	7	0	2
"PSPTO_5060-oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor "	231	254	225	383	144	257	53	64	165	116	184	69	108	32	36
PSPTO_5061-HopAN1 protein 	135	120	101	196	61	97	14	23	61	104	113	31	58	5	6
PSPTO_5062-putative aldolase 	28	20	20	48	27	41	12	11	9	2	23	5	6	5	2
PSPTO_5063-gluconate transporter family protein 	124	123	61	129	85	189	30	59	58	63	83	29	40	50	29
